AUN,district,county,adm,wadm,instruction,support,other,current,facilities,financing,total,"AIE per WADM"
103029902,Woodland Hills SD,Allegheny,5105.938,6009.596,9496.16,4308.46,295.48,14100.1,0,1360.33,15460.42,8468.75
128030603,Apollo-Ridge SD,Armstrong,1592.96,1848.895,6993.12,3497.88,46.23,10537.23,0,1171.36,11708.58,6531.01
128030852,Armstrong SD,Armstrong,6165.85,7128.717,7966.28,4125.39,260.27,12351.94,10.8,1169.91,13532.64,7763.53
128033053,Freeport Area SD,Armstrong,2026.286,2375.598,5999.79,3476.07,142.37,9618.24,117.15,1258.85,10994.24,6637.24
128034503,Leechburg Area SD,Armstrong,865.908,995.908,7600.46,3741.92,363.68,11706.06,0,1049.57,12755.63,7852.68
127040503,Aliquippa SD,Beaver,1201.066,1398.343,8846.5,6161.76,395.1,15403.36,87.16,2185.38,17675.91,8162.21
127040703,Ambridge Area SD,Beaver,2962.269,3348.046,6999.95,3641.92,216.66,10858.53,0,1971.65,12830.18,6978.89
127041203,Beaver Area SD,Beaver,2115.841,2446.25,5595.76,3752.07,347.79,9695.62,0,1343.19,11038.81,6259.99
127041503,Big Beaver Falls Area SD,Beaver,1809.988,2125.69,7165.52,4259.95,409.17,11834.64,90.18,1112.01,13036.82,7261.66
127041603,Blackhawk SD,Beaver,2717.063,3134.559,6643.24,3498.21,270.5,10411.95,0,388.75,10800.7,7010.45
127041903,Center Area SD,Beaver,1896.628,2191.364,6254.96,3579.32,257.21,10091.49,0,1256.02,11347.51,6848.35
127042853,Freedom Area SD,Beaver,1639.862,1891.456,6251.22,3613.1,291.93,10156.25,0,196.15,10352.4,6450.32
127044103,Hopewell Area SD,Beaver,2627.898,3142.021,6524.6,3490.71,313.57,10328.88,656.87,2364.93,13350.67,6500.74
127045303,Midland Borough SD,Beaver,469.368,537.085,7051.36,3067.04,103.85,10222.24,628.15,360.18,11210.58,6449.3
127045453,Monaca SD,Beaver,688.635,803.544,8257,3203.51,465.67,11926.18,133.83,498.91,12558.92,7988.78
127045653,New Brighton Area SD,Beaver,1788.923,2048.652,6351.59,3568.59,199.56,10119.74,351.87,1517.38,11989,6350.75
127045853,Riverside Beaver County SD,Beaver,1670.118,1994.378,7132.25,3963.83,249.75,11345.83,0,1150.04,12495.87,7079.59
127046903,Rochester Area SD,Beaver,986.816,1175.204,8543.58,4193.04,273.49,13010.11,24.81,928.91,13963.82,8210.59
127047404,South Side Area SD,Beaver,1293.168,1528.821,8830.95,4754.37,419.86,14005.18,0,2516.71,16521.9,9132.55
127049303,Western Beaver County SD,Beaver,837.067,988.819,8228.15,4681.07,198.93,13108.15,0,438,13546.15,8245.66
108051003,Bedford Area SD,Bedford,2358.055,2768.047,5685.46,3619.61,214.22,9519.29,0,1567.51,11086.79,5491.73
108051503,Chestnut Ridge SD,Bedford,1690.316,1970.493,6035.99,3514.69,278.34,9829.03,0,1425.92,11254.95,5470.96
108053003,Everett Area SD,Bedford,1462.225,1721.027,6673.48,3465.22,196.5,10335.2,3.42,677.63,11016.25,6053.99
108056004,Northern Bedford County SD,Bedford,1177.543,1327.995,6147.07,3116.26,181.3,9444.62,28.25,362.62,9835.5,5817.87
108058003,Tussey Mountain SD,Bedford,1192.026,1360.122,7055.24,4038.44,182.82,11276.5,334.73,1731.24,13342.47,6533.71
114060503,Antietam SD,Berks,1083.696,1267.902,7001.66,3753.91,296.51,11052.08,13.84,1286.61,12352.53,7519.1
114060753,Boyertown Area SD,Berks,7134.488,8111.392,6515.9,3758.87,147.82,10422.59,0,1277.25,11699.84,7103.84
114060853,Brandywine Heights Area SD,Berks,1854.819,2201.911,8130.03,4502.45,279.27,12911.74,0,1739.32,14651.07,8434.38
114061103,Conrad Weiser Area SD,Berks,2987.454,3449.166,7530.42,3522.96,151,11204.38,0,1397.17,12601.55,7388.05
114061503,Daniel Boone Area SD,Berks,3976.676,4645.207,6379.54,3632.36,207.18,10219.07,0,1913.5,12132.57,6996.15
114062003,Exeter Township SD,Berks,4438.018,5129.821,7276.87,3286.53,250.26,10813.66,333.66,1968.76,13116.08,7707.4
114062503,Fleetwood Area SD,Berks,2709.055,3172.492,6550.49,3793.27,29.58,10373.34,0,2226.99,12600.33,6787.45
114063003,Governor Mifflin SD,Berks,4269.16,4894.843,6707.05,3887.35,214.69,10809.09,0,1851.31,12660.41,7777.37
114063503,Hamburg Area SD,Berks,2555.841,3013.113,6796.4,3567.48,29.1,10392.98,187.85,2664.31,13245.14,6876.58
114064003,Kutztown Area SD,Berks,1657.706,1927.077,8752.25,4911,312.22,13975.47,0,1771.2,15746.67,9759.01
114065503,Muhlenberg SD,Berks,3500.133,4050.765,6637.48,3546.16,364.87,10548.52,0,2274.55,12823.07,7355.8
114066503,Oley Valley SD,Berks,2010.437,2346.994,7092.28,4274.68,241.45,11608.41,7.56,1962.74,13578.72,8352.41
114067002,Reading SD,Berks,17917.305,20229.746,6423.76,3306.4,122.28,9852.44,11.78,856.12,10720.33,6000.14
114067503,Schuylkill Valley SD,Berks,1965.417,2328.665,8705.73,4305.43,437.28,13448.44,0,1802.75,15251.2,8945.6
114068003,Tulpehocken Area SD,Berks,1639.13,1941.558,8458.22,4453.23,274.95,13186.4,0,2214.15,15400.55,8619.08
114068103,Twin Valley SD,Berks,3524.91,4111.553,7717.8,3608.62,273.45,11599.87,7.75,2020.96,13628.59,7566.89
114069103,Wilson SD,Berks,5787.385,6667.787,7011.59,3490.6,275.13,10777.32,0,2098.78,12876.09,7759.23
114069353,Wyomissing Area SD,Berks,1892.857,2232.947,7708.26,4822.01,133.63,12663.9,0,2253.74,14917.64,9197.37
108070502,Altoona Area SD,Blair,8092.395,9432.944,6234.84,3284.09,184.57,9703.5,0,569.71,10273.21,5635.86
108071003,Bellwood-Antis SD,Blair,1346.347,1580.74,6011.48,3718.47,218.61,9948.56,0,1652.08,11600.64,6304.83
108071504,Claysburg-Kimmel SD,Blair,923.208,1081.137,6450.72,3294.18,39.54,9784.45,0,1868.71,11653.15,6089.7
108073503,Hollidaysburg Area SD,Blair,3616.797,4275.632,6602.29,3430.95,36.66,10069.9,0,1434.63,11504.53,6682.89
108077503,Spring Cove SD,Blair,1892.664,2229.983,6054.36,3304.76,198.73,9557.86,25.26,1111.69,10694.8,5971.43
108078003,Tyrone Area SD,Blair,1849.443,2177.722,5649.86,3792.74,53.01,9495.61,6.81,1287.33,10789.75,5551.46
108079004,Williamsburg Community SD,Blair,565.907,671.396,6930.49,3861.49,331.3,11123.28,0,917.84,12041.12,6708
117080503,Athens Area SD,Bradford,2302.794,2700.925,8057.69,3870.68,170,12098.38,0,1553.73,13652.11,7561.74
117081003,Canton Area SD,Bradford,1081.045,1272.379,7890.49,3986.21,336.86,12213.56,0,951.31,13164.88,7520.7
117083004,Northeast Bradford SD,Bradford,851.899,991.689,7546.22,4376.04,228.08,12150.34,0,805.48,12955.82,7232.26
117086003,Sayre Area SD,Bradford,1207.545,1396.723,7388.13,3940.43,401.89,11730.46,7.23,469.04,12206.73,7751.26
117086503,Towanda Area SD,Bradford,1702.924,1993.163,6341.03,3698.44,322.45,10361.92,32.61,1419.64,11814.17,5849.68
117086653,Troy Area SD,Bradford,1631.777,1939.377,6885.66,3779.89,227.54,10893.09,3.16,1273.69,12169.94,6352.17
117089003,Wyalusing Area SD,Bradford,1439.689,1687.755,7148.08,3689.05,221.74,11058.87,0,984.91,12043.78,8240.52
122091002,Bensalem Township SD,Bucks,6827.508,7895.682,9157.03,4987.83,187.89,14332.75,0,1268.07,15600.82,11638.65
122091303,Bristol Borough SD,Bucks,1309.05,1541.863,9737.24,3313.26,204.66,13255.16,9.49,1816.91,15081.56,8775.87
122091352,Bristol Township SD,Bucks,7087.107,8326.481,9649.22,5205.62,179.31,15034.14,0,911.77,15945.92,9684.31
122092002,Centennial SD,Bucks,6176.469,7073.948,8478.58,4323.6,179.4,12981.59,0,1046.9,14028.49,9000.44
122092102,Central Bucks SD,Bucks,20505.898,23496.531,6770.7,3648.66,243.83,10663.19,0,2026.12,12689.3,7408.14
122092353,Council Rock SD,Bucks,12475.943,14539.798,9435.1,3955.93,70.71,13461.73,0,1388.23,14849.96,9578.72
122097203,Morrisville Borough SD,Bucks,950.591,1110.75,12984.47,4665.1,441.58,18091.14,0,1084.47,19175.62,12343.71
122097502,Neshaminy SD,Bucks,9342.284,10871.634,10633.08,4701.09,182.29,15516.47,23.81,1162.41,16702.69,10896.44
122097604,New Hope-Solebury SD,Bucks,1570.181,1827.837,10222.05,6674.96,333.58,17230.58,12.01,2715.43,19958.02,12397.1
122098003,Palisades SD,Bucks,2057.03,2394.904,8908.02,5572.15,155.66,14635.84,0,1581.1,16216.94,9983.2
122098103,Pennridge SD,Bucks,7421.816,8503.417,7995.14,3992.95,35.63,12023.72,0,2483.24,14506.96,8525.66
122098202,Pennsbury SD,Bucks,11628.424,13324.298,9258.08,4151.46,118.51,13528.04,0,1022.46,14550.5,10175.87
122098403,Quakertown Community SD,Bucks,5557.859,6293.917,8585.46,4482.92,172.71,13241.09,0,1209.9,14451,9451.57
104101252,Butler Area SD,Butler,8083.537,9295.258,6303.76,3113.27,159.23,9576.26,0,955.01,10531.27,6187.8
104103603,Karns City Area SD,Butler,1748.85,2057.108,6802.18,3396.3,227.48,10425.96,52.45,850.06,11328.47,6494.72
104105003,Mars Area SD,Butler,3121.429,3534.288,5626.22,3304.01,253.31,9183.55,0,2304.44,11487.99,6491.57
104105353,Moniteau SD,Butler,1661.837,1915.108,5991.32,3543.11,473.83,10008.26,0,834.76,10843.03,6177.01
104107903,Seneca Valley SD,Butler,7568.244,8584.872,7030.51,3154,191.01,10375.53,20.49,1089.52,11485.54,7358.71
104107503,Slippery Rock Area SD,Butler,2406.496,2839.324,6293.78,3024.78,161.93,9480.49,0,1168.8,10649.29,6110.85
104107803,South Butler County SD,Butler,2896.913,3355.103,5337.4,3445.55,58.51,8841.45,38.34,1279.28,10159.07,5775.46
108110603,Blacklick Valley SD,Cambria,705.543,836.093,6556.9,3959.82,380.5,10897.22,0,17.01,10914.23,6441.88
108111203,Cambria Heights SD,Cambria,1506.983,1790.007,7192.17,3526.38,265.49,10984.04,0,791.73,11775.76,6790.69
108111303,Central Cambria SD,Cambria,1837.472,2163.394,6474.28,3207.24,239.29,9920.81,0,691.83,10612.63,6114.44
108111403,Conemaugh Valley SD,Cambria,969.553,1116.384,6544.53,3506.36,232.24,10283.12,0,433.35,10716.47,6717.05
108112003,Ferndale Area SD,Cambria,845.376,969.336,5982.64,3688.91,190.2,9861.75,0,1011.38,10873.13,6270.74
108112203,Forest Hills SD,Cambria,2072.912,2467.664,6154.37,3525.2,302.11,9981.68,0,1326.9,11308.58,6091.77
108112502,Greater Johnstown SD,Cambria,3252.886,3788.334,6865.52,3255.72,264.18,10385.43,10.71,1261.45,11657.58,5579.87
108114503,Northern Cambria SD,Cambria,1228.865,1443.484,7627.71,3697.9,272.31,11597.92,0,788.76,12386.67,7176.05
108116003,Penn Cambria SD,Cambria,1770.898,2095.371,6594.36,3647.93,249.65,10491.94,0,1233.72,11725.66,6197.08
108116303,Portage Area SD,Cambria,991.156,1115.446,6314.64,3405.94,133.41,9853.99,0,1037.09,10891.08,6821.58
108116503,Richland SD,Cambria,1661.156,1917.464,5972.05,5219.46,576.81,11768.31,10.77,9016.5,20795.58,6959.48
108118503,Westmont Hilltop SD,Cambria,1752.388,2078.079,5737.04,3295.79,360.06,9392.89,0,571.87,9964.76,6403.56
109122703,Cameron County SD,Cameron,798.801,949.337,7720.93,4193.23,343.95,12258.1,91.68,6506.42,18856.2,7951.14
121135003,Jim Thorpe Area SD,Carbon,2347.024,2742.241,7304.92,4604.58,95.07,12004.57,0,1766.94,13771.51,7609.33
121135503,Lehighton Area SD,Carbon,2469.618,2890.872,8136.55,3454.4,75.49,11666.44,64.91,954.59,12685.93,7645.42
121136503,Palmerton Area SD,Carbon,2118.91,2432.357,7409.11,2904.73,189.47,10503.31,894.2,805.66,12203.17,7761.9
121136603,Panther Valley SD,Carbon,1813.814,2061.043,6803.2,3177.44,184.4,10165.05,14.76,721.02,10900.83,6132.62
121139004,Weatherly Area SD,Carbon,767.918,910.012,7649.26,4693.84,5.41,12348.51,0,1112.27,13460.79,7768.82
110141003,Bald Eagle Area SD,Centre,1952.12,2306.596,6887.77,3975,254.83,11117.6,0,1254.87,12372.47,7457.53
110141103,Bellefonte Area SD,Centre,3008.845,3543.489,7316.9,3970.17,56.85,11343.92,0,1352.23,12696.15,7455.57
110147003,Penns Valley Area SD,Centre,1606.443,1889.009,7185.62,4083.48,79.89,11348.99,0,2048.21,13397.2,6848.91
110148002,State College Area SD,Centre,7323.403,8644.047,8159,4394.69,92.99,12646.67,42.53,1433.26,14122.46,8928.1
124150503,Avon Grove SD,Chester,6013.545,6922.365,6437.3,3486.97,195.09,10119.36,0,1141.49,11260.85,7051.58
124151902,Coatesville Area SD,Chester,8366.104,9742.255,9663.84,4802.58,4.9,14471.32,0,1691.77,16163.09,9780.56
124152003,Downingtown Area SD,Chester,12383.383,14070.783,7634.42,3689.55,93.98,11417.94,0,2941.98,14359.93,8202.27
124153503,Great Valley SD,Chester,4087.53,4675.825,9267.67,5555.52,395.76,15218.96,0,2675.52,17894.48,11098.37
124154003,Kennett Consolidated SD,Chester,4374.339,4993.259,7965.74,4773.01,227.88,12966.63,21.77,1970.18,14958.57,9012.44
124156503,Octorara Area SD,Chester,2845.091,3280.399,8413.87,4211.68,62.19,12687.74,0,1630.64,14318.38,8376.07
124156603,Owen J Roberts SD,Chester,5030.452,5710.881,7414.19,5052.22,218.57,12684.99,0,2846.58,15531.57,9011.87
124156703,Oxford Area SD,Chester,4213.629,4817.308,6774.71,3190.16,179.55,10144.42,0,1650.29,11794.71,6929.6
124157203,Phoenixville Area SD,Chester,3812.747,4321.416,11139.49,5480.41,304.21,16924.12,0,1634.89,18559.01,12445.96
124157802,Tredyffrin-Easttown SD,Chester,6246.344,7147.316,8820.65,5310.49,56.62,14187.76,0,1303.96,15491.72,10330.1
124158503,Unionville-Chadds Ford SD,Chester,4171.274,4809.506,8438.1,5152.01,283.74,13873.85,0,1814.3,15688.15,9792.1
124159002,West Chester Area SD,Chester,12454.078,14310.422,8353.13,4718.99,332.1,13404.22,11.95,1736.48,15152.65,9439.19
106160303,Allegheny-Clarion Valley SD,Clarion,900.489,1079.504,8764.16,4178.76,37.2,12980.12,0,1908.59,14888.71,6686.45
106161203,Clarion Area SD,Clarion,868.28,1018.949,6990.36,4008.3,393.79,11392.44,21.84,2135.73,13550.02,7625.76
106161703,Clarion-Limestone Area SD,Clarion,1053.598,1252.105,6316.95,3435.58,165.88,9918.41,0,339.62,10258.03,6121.05
106166503,Keystone SD,Clarion,1178.556,1388.797,7335.37,3603.62,194.1,11133.08,0,968.52,12101.6,6817.29
106167504,North Clarion County SD,Clarion,687.114,792.496,6924.42,3528.59,131.19,10584.2,1.6,1688.72,12274.52,6600.55
106168003,Redbank Valley SD,Clarion,1273.93,1507.284,7566.59,3270.85,244.11,11081.54,0.66,854.47,11936.68,7047.53
106169003,Union SD,Clarion,680.844,816.459,8869.88,4413.17,384.52,13667.57,110.97,1166.32,14944.86,8517.54
110171003,Clearfield Area SD,Clearfield,2628.624,3131.67,7084.76,3973.77,145.75,11204.29,54.94,3316.31,14575.54,6622.01
110171803,Curwensville Area SD,Clearfield,1193.774,1411.863,6530.7,3412.38,267.61,10210.69,224.91,2162.31,12597.91,6455.43
106172003,Dubois Area SD,Clearfield,4338.776,5100.712,6329.04,3475.53,166.66,9971.23,0,726.38,10697.61,6173.38
110173003,Glendale SD,Clearfield,849.397,995.354,6833.12,4092.8,282.67,11208.59,0,929.84,12138.43,6990.67
110173504,Harmony Area SD,Clearfield,361.035,428.054,8339.94,5605.51,219.6,14165.05,0,755.39,14920.44,7703.92
110175003,Moshannon Valley SD,Clearfield,986.117,1165.779,7115.91,3636.17,225.65,10977.73,0,5295.48,16273.21,6516.28
110177003,Philipsburg-Osceola Area SD,Clearfield,2014.366,2375.703,7041.41,3678.64,72.27,10792.32,5.96,1319.29,12117.57,7102.96
110179003,West Branch Area SD,Clearfield,1262.471,1495.408,6894.35,2795.98,184.04,9874.37,0,872.22,10746.59,6321.15
110183602,Keystone Central SD,Clinton,4667.031,5507.036,7852.32,3464.08,149.48,11465.87,1.63,5123.85,16591.35,7138.83
116191004,Benton Area SD,Columbia,805.434,949.941,6808.97,4126.49,289.03,11224.49,794.73,1459.26,13478.49,6732.3
116191103,Berwick Area SD,Columbia,3345.672,3972.381,7031.94,2841.76,109.4,9983.09,0,1097.85,11080.94,6407.87
116191203,Bloomsburg Area SD,Columbia,1818.247,2137.458,6451.71,3277.71,277.66,10007.08,0,1482.64,11489.72,6547.04
116191503,Central Columbia SD,Columbia,2172.243,2515.92,5905.96,3286.3,127.66,9319.92,0,1139.65,10459.57,6033.9
116195004,Millville Area SD,Columbia,798.143,928.091,7897.93,4122.89,295.9,12316.72,0,1331.59,13648.32,7936.6
116197503,Southern Columbia Area SD,Columbia,1506.941,1762.888,6573.99,3306.07,26.6,9906.66,0,748.15,10654.8,6317.55
105201033,Conneaut SD,Crawford,2639.627,3134.763,6693.41,4167.51,244.28,11105.2,1.02,1530.38,12636.6,6433.81
105201352,Crawford Central SD,Crawford,4101.214,4802.582,6997.23,3577.89,288.17,10863.29,0,1062.9,11926.19,7068.86
105204703,Penncrest SD,Crawford,3775.218,4471.094,7460.99,3857.13,376.42,11694.54,0,888.86,12583.39,6594.46
115210503,Big Spring SD,Cumberland,3052.628,3611.396,6951.18,3878.7,159.91,10989.79,0,1569.3,12559.09,7042.47
115211003,Camp Hill SD,Cumberland,1183.447,1350.043,6765,3786.92,330.24,10882.16,0,2037.32,12919.48,7819.42
115211103,Carlisle Area SD,Cumberland,4796.644,5551.077,6795.28,3903.3,225.29,10923.86,15.87,1972.9,12912.63,7289.4
115211603,Cumberland Valley SD,Cumberland,7701.942,8889.015,6329.24,3851.94,80.03,10261.21,64.2,1801.18,12126.59,6922.52
115212503,East Pennsboro Area SD,Cumberland,2927.14,3417.423,6502.83,3005.64,188.5,9696.97,6.72,1395.39,11099.08,6600.97
115216503,Mechanicsburg Area SD,Cumberland,3749.906,4403.87,7044.24,3486.48,366.15,10896.87,3.15,1627.15,12527.17,7459.03
115218003,Shippensburg Area SD,Cumberland,3434.884,4028.59,6575.99,2798.81,152.49,9527.29,0,1638.35,11165.64,6177.07
115218303,South Middleton SD,Cumberland,2215.451,2612.476,6543.93,3758.52,173.16,10475.62,0.9,2030.6,12507.12,7246.39
115221402,Central Dauphin SD,Dauphin,11570.207,13310.644,7476.38,3558.2,82.67,11117.25,0,1754.02,12871.27,7456.33
115221753,Derry Township SD,Dauphin,3663.352,4190.904,6661.73,4474.38,107.62,11243.73,19.46,2146.08,13409.26,7904.21
115222504,Halifax Area SD,Dauphin,1253.87,1474.288,7710.06,4767.49,79.46,12557.01,45.35,875,13477.36,7788.4
115222752,Harrisburg City SD,Dauphin,8372.367,9770.659,9933.71,4612.81,72.21,14618.74,0,3055.88,17674.61,8198.92
115224003,Lower Dauphin SD,Dauphin,4070.971,4687.435,7101.12,3457.55,174.09,10732.76,0,1490.86,12223.62,7164.28
115226003,Middletown Area SD,Dauphin,2504.016,2952.41,7727.53,4116.51,73.46,11917.5,7.25,2703.46,14628.21,7784.42
115226103,Millersburg Area SD,Dauphin,906.19,1035.049,7551.02,3407.82,209.71,11168.56,0,1475.27,12643.82,7531.25
115228003,Steelton-Highspire SD,Dauphin,1352.052,1552.682,8710.68,4069.78,216.07,12996.53,0,1546.49,14543.02,8109.78
115228303,Susquehanna Township SD,Dauphin,3184.112,3700.379,7103.58,3287.64,233.07,10624.29,0,970.42,11594.72,7102.39
115229003,Upper Dauphin Area SD,Dauphin,1293.989,1489.566,7402.79,3821.02,180.18,11403.99,0,1736.83,13140.82,7355.34
125231232,Chester-Upland SD,Delaware,7125.773,8203.967,10255.35,3883.93,69.34,14208.62,0,1065.98,15274.6,7965.78
125231303,Chichester SD,Delaware,3487.933,4117.019,9143.51,4841.84,368.04,14353.39,0.91,2414.96,16769.26,9810.33
125234103,Garnet Valley SD,Delaware,4787.763,5426.425,8605.49,4212.77,564.94,13383.2,0,2180.59,15563.78,9785.14
125234502,Haverford Township SD,Delaware,5565.064,6329.855,8244.5,4560.7,247.55,13052.75,0,1721.99,14774.74,9256.99
125235103,Interboro SD,Delaware,3767.75,4458.128,8537.46,4733.68,204.1,13475.24,86.95,892.5,14454.7,8690.69
125235502,Marple Newtown SD,Delaware,3587.825,4164.281,9453.19,5761.66,284.02,15498.88,0,1422.83,16921.71,10623.57
125236903,Penn-Delco SD,Delaware,3467.357,4008.635,7090.72,4061.31,299.12,11451.15,0,1817.98,13269.13,7814.02
125237603,Radnor Township SD,Delaware,3671.721,4220.367,10750.96,6096.94,307.37,17155.27,0,2036.7,19191.97,12172.66
125237702,Ridley SD,Delaware,5775.907,6743.7,9099.8,3542.24,219.04,12861.08,0,1127.65,13988.73,8884.8
125237903,Rose Tree Media SD,Delaware,3871.637,4510.344,10004.7,6010.2,317.81,16332.72,0.27,2261.26,18594.25,11200.69
125238402,Southeast Delco SD,Delaware,4245.587,4969.953,9011.79,3736.85,119.49,12868.13,0,1264.45,14132.58,8154.47
