AUN,School District,County,adm,wadm,instruction,support,other,current,facilities,financing,total,"AIE per WADM"
101631203,Burgettstown Area SD,Washington,1375.683,1631.474,7479.81,3656.79,301.84,11438.45,45.64,1627.78,13111.87,7018.49
127045853,Riverside Beaver County SD,Beaver,1611.13,1893.236,7469.73,4207.15,285.17,11962.05,0,1130.76,13092.81,7601.22
117414203,Loyalsock Township SD,Lycoming,1485.313,1731.348,7260.91,3731.32,330.07,11322.3,0,1758.05,13080.35,7628.75
108565203,Meyersdale Area SD,Somerset,939.817,1102.265,7492.45,4252.09,392.38,12136.92,35.05,891.15,13063.12,7544.58
129546103,Pottsville Area SD,Schuylkill,2813.206,3288.68,8285.99,4060.73,434.06,12780.78,0,271.61,13052.39,7957.25
113362603,Ephrata Area SD,Lancaster,4275.546,4807.456,6716.61,4121.24,273.28,11111.13,0,1940.06,13051.19,7606.82
103024753,Highlands SD,Allegheny,2641.054,3061.843,7754.34,3882.61,217.79,11854.74,0,1190.48,13045.22,7296.59
101260803,Brownsville Area SD,Fayette,1853.228,2188.571,7561.49,3910.66,203.8,11675.95,0,1363.14,13039.1,6491.26
104375302,New Castle Area SD,Lawrence,3411.932,3920.426,8214.68,3329.62,214.24,11758.54,0,1277.02,13035.56,7048.95
108114503,Northern Cambria SD,Cambria,1193.918,1398.379,7955.02,4140.02,323.34,12418.37,0,612.22,13030.59,7653.42
107653203,Greensburg Salem SD,Westmoreland,3026.169,3524.966,7925.44,3734.39,291.75,11951.58,0,1072.98,13024.56,7838.27
113385003,Northern Lebanon SD,Lebanon,2426.076,2760.536,7622.73,4025.67,214.8,11863.2,0,1152.23,13015.43,8093.97
104376203,Shenango Area SD,Lawrence,1224.893,1442.041,8387.46,3346.69,367.6,12101.74,0,908.95,13010.69,7817.31
107653802,Hempfield Area SD,Westmoreland,6320.111,7439.654,7868.25,3226.27,257.81,11352.33,0.85,1651.97,13005.15,7534.65
112011603,Conewago Valley SD,Adams,4039.588,4733.458,7148.86,2972.7,173.61,10295.17,0,2709.05,13004.22,6767.37
115229003,Upper Dauphin Area SD,Dauphin,1276.042,1492.506,8100.04,3556.32,233.5,11889.86,0,1095.46,12985.32,7407.16
111291304,Central Fulton SD,Fulton,1009.234,1123.193,7391.33,3423.73,817.52,11632.58,1.55,1346.79,12980.92,7692.76
104437503,West Middlesex Area SD,Mercer,1016.514,1208.563,7319.96,3991.14,396.35,11707.45,0,1261.35,12968.8,7061.14
117414003,Jersey Shore Area SD,Lycoming,2752.335,3207.326,7654.5,3452.37,223.79,11330.66,0,1627.2,12957.86,7896.16
101637002,Ringgold SD,Washington,3089.139,3645.682,6694.01,3861.52,226.87,10782.4,0,2170.09,12952.49,6817.24
113381303,Cornwall-Lebanon SD,Lebanon,4819.703,5529.103,7762.79,3593.47,230.6,11586.86,20.44,1344.25,12951.55,7977.42
104435603,Sharon City SD,Mercer,2217.198,2567.551,7781.05,3103.54,317.89,11202.49,0,1742.03,12944.52,6649.57
106172003,Dubois Area SD,Clearfield,4167.497,4899.485,7725.24,4104.22,183.61,12013.08,0,889.52,12902.6,7414.23
119356603,Old Forge SD,Lackawanna,915.721,1071.017,7841.59,3751.75,357.33,11950.67,0,944.79,12895.46,8044.08
104105353,Moniteau SD,Butler,1503.176,1735.615,6678.85,4305.98,711.11,11695.94,7.38,1191.62,12894.95,7227.79
115211603,Cumberland Valley SD,Cumberland,8187.334,9344.693,6556.86,3737.37,243.91,10538.14,8.83,2343.99,12890.97,7103.5
101268003,Uniontown Area SD,Fayette,3061.614,3616.842,6942.15,4110.57,146.48,11199.2,0,1662.58,12861.78,6477.11
101631703,Canon-McMillan SD,Washington,5068.591,5765.338,6439.55,3663.91,254.9,10358.37,141.91,2360.91,12861.19,7085.89
113369003,Warwick SD,Lancaster,4502.013,5180.653,7256.8,3112.79,294.25,10663.84,0.15,2188.06,12852.04,7342.74
118403903,Lake-Lehman SD,Luzerne,2031.087,2387.288,7568.13,3932.24,311.9,11812.27,42.13,981.81,12836.21,7600.14
110171003,Clearfield Area SD,Clearfield,2389.694,2825.616,7074.93,4411.74,227.49,11714.15,0,1113.12,12827.27,7000.1
107657503,Southmoreland SD,Westmoreland,2003.668,2355.469,7404.65,3652.94,360.07,11417.65,0,1394.65,12812.3,7195.63
125239452,Upper Darby SD,Delaware,12573.764,Haris,8297.19,3547.64,358.74,12203.57,0,602.45,12806.02,7891.36
108079004,Williamsburg Community SD,Blair,521.102,608.118,6493.32,4532.38,431.49,11457.19,4.61,1335.97,12797.77,7115.82
101630903,Bentworth SD,Washington,1221.475,1437.202,6995.96,3799.51,326.09,11121.56,161.74,1513.77,12797.07,7171.92
105253553,Fort LeBoeuf SD,Erie,2173.448,2553.011,6769.59,3784.81,285.81,10840.21,7.88,1944.05,12792.13,6833.17
107658903,Yough SD,Westmoreland,2301.896,2717.919,7366.35,3804.09,300.12,11470.56,2.69,1316.43,12789.67,7055.42
112671803,Dover Area SD,York,3920.305,4569.778,7635.57,3861.13,219.43,11716.13,0.85,1060.54,12777.52,7671.13
112013054,Fairfield Area SD,Adams,1193.946,1416.709,7267.23,3776.67,374.31,11418.2,0.72,1337.28,12756.21,7615.98
106330803,Brookville Area SD,Jefferson,1662.626,1941.14,6886.4,4304.9,264.1,11455.4,33.45,1263.32,12752.17,6702.34
105201352,Crawford Central SD,Crawford,3999.547,4663.457,7311.97,3809.45,273.49,11394.91,0,1354.44,12749.35,7099.67
112289003,Waynesboro Area SD,Franklin,4517.053,5122.429,7067.88,2679.97,183.07,9930.92,19.02,2795.55,12745.48,6250.28
103028853,Sto-Rox SD,Allegheny,1709.005,1956.602,7275.02,4431.15,113.63,11819.81,0,918.35,12738.16,7018.12
127045653,New Brighton Area SD,Beaver,1627.493,1910.139,7601.43,4000.07,378.03,11979.53,101.37,656.55,12737.44,7578.59
117415103,Montoursville Area SD,Lycoming,1993.485,2338.374,6980.3,3959.87,272.6,11212.77,0,1523.55,12736.32,7362.13
113382303,Eastern Lebanon County SD,Lebanon,2514.287,2841.489,7193.37,3531.04,294.6,11019.01,0,1712.77,12731.78,7648.1
104374003,Laurel SD,Lawrence,1331.398,1582.897,6826.4,4028.82,318.04,11173.26,398.51,1152.35,12724.11,6904.95
105628302,Warren County SD,Warren,4948.232,5826.957,7707.34,4005.79,179.9,11893.03,0,830.19,12723.22,6850.67
116555003,Midd-West SD,Snyder,2434.708,2845.779,6984.51,3482.61,155.8,10622.92,0,2094.99,12717.91,6388.31
113362403,Elizabethtown Area SD,Lancaster,3995.963,4550.581,7431.56,3401.1,225.72,11058.38,0,1656.3,12714.69,7568.21
106618603,Valley Grove SD,Venango,982.208,1142.497,7311.5,4014.71,229.46,11555.67,0,1151.42,12707.09,7388.61
108112003,Ferndale Area SD,Cambria,768.767,880.769,6981.98,4476.6,242.14,11700.73,0,986.43,12687.16,7444.08
117412003,East Lycoming SD,Lycoming,1659.412,1945.491,7104.26,3424.01,399.44,10927.7,188.15,1545.64,12661.48,7225.96
116557103,Selinsgrove Area SD,Snyder,2766.118,3214.925,7384.3,3676.43,225.4,11286.13,146.67,1219.11,12651.91,7288.07
104107903,Seneca Valley SD,Butler,7407.303,8460.02,7853.46,3314.67,226.22,11394.35,0,1257.52,12651.86,7667.25
107652603,Franklin Regional SD,Westmoreland,3722.694,4390.704,7410.9,3798.83,295.74,11505.47,0,1144.09,12649.57,7831.56
113364503,Manheim Township SD,Lancaster,5956.092,6802.527,6341.95,3336.57,181.97,9860.49,15.05,2773.12,12648.65,6820.6
108568404,Turkeyfoot Valley Area SD,Somerset,420.49,496.134,7071.09,4624.54,194.5,11890.13,21.18,719.07,12630.38,6357.82
115508003,West Perry SD,Perry,2641.686,3104.051,7246.29,4005.99,125.71,11377.99,0,1237.7,12615.69,6802.23
105257602,Millcreek Township SD,Erie,7410.481,8711.524,6794.59,3803.25,186.45,10784.29,0,1820.11,12604.4,6794.51
106616203,Oil City Area SD,Venango,2220.381,2606.737,7199.2,4187.24,299.18,11685.62,0,917.29,12602.91,7043.65
108051003,Bedford Area SD,Bedford,2229.498,2639.182,7175.27,4023.01,182.61,11380.89,0,1218.77,12599.66,6616.51
129547303,Schuylkill Haven Area SD,Schuylkill,1294.145,1519.995,7111.6,3727.75,339.45,11178.8,0,1419.48,12598.28,7249.74
101260303,Albert Gallatin Area SD,Fayette,3759.223,4441.206,6904.6,4180.17,194.45,11279.22,0,1302.29,12581.51,6590.48
108111203,Cambria Heights SD,Cambria,1488.095,1753.15,7690.58,3895.66,328.4,11914.63,33.55,629.38,12577.56,7420.54
104107503,Slippery Rock Area SD,Butler,2239.719,2628.863,7878.13,3398.79,301.93,11578.85,0,963.79,12542.64,7707.3
107654403,Kiski Area SD,Westmoreland,3998.159,4721.406,7211.74,3569.04,275.52,11056.31,0,1477.26,12533.57,6861.01
121390302,Allentown City SD,Lehigh,19117.878,21431.118,8309.8,3179.25,160.09,11649.15,0,883.45,12532.6,7286.12
112671303,Central York SD,York,6012.263,7020.675,7296.38,3392.82,256.65,10945.85,0,1557.37,12503.22,7639.53
101262903,Frazier SD,Fayette,1223.183,1401.529,7005.32,4169.68,282,11457,2.04,1041.52,12500.57,7286.28
119350303,Abington Heights SD,Lackawanna,3425.218,3922.823,7344.14,3533.81,209.38,11087.34,0,1411.64,12498.98,7796.58
119351303,Carbondale Area SD,Lackawanna,1717.697,1982.646,8256.49,2813.8,224.44,11294.72,0,1202.28,12497,6666.07
129540803,Blue Mountain SD,Schuylkill,2892.295,3391.638,6803.02,4012.65,357.3,11172.98,0,1322.09,12495.07,7154.06
113365203,Penn Manor SD,Lancaster,5295.855,6080.496,7150.19,3088.88,205.42,10444.49,0,2042.66,12487.15,6990.07
106167504,North Clarion County SD,Clarion,598.386,702.716,7325.64,3975.65,156.93,11458.21,6.28,1021.49,12485.98,6972.18
108073503,Hollidaysburg Area SD,Blair,3476.944,4081.255,6849.7,3845.78,273.1,10968.58,0,1480.05,12448.62,7220.99
121397803,Whitehall-Coplay SD,Lehigh,4352.531,5017.376,7265.14,3619.65,228.7,11113.49,7.95,1326.17,12447.62,8004.57
101301303,Carmichaels Area SD,Greene,1147.675,1337.092,7507.47,3697,470.9,11675.36,5.94,754.39,12435.69,7113.18
111297504,Southern Fulton SD,Fulton,849.369,1006.944,6680.46,3951.58,215.54,10847.58,0,1573.6,12421.18,6786.31
109246003,Ridgway Area SD,Elk,913.164,1072.623,7475.72,4577.81,261.44,12314.97,0,63.48,12378.45,7998.66
113367003,Solanco SD,Lancaster,3810.992,4376.089,6949.97,3392.29,224.69,10566.95,0,1791,12357.95,6799.48
127041203,Beaver Area SD,Beaver,2112.097,2420.312,6395.99,4224.22,308.41,10928.61,36.46,1388.7,12353.77,6982.2
121136503,Palmerton Area SD,Carbon,2024.137,2318.368,7973.23,3259.88,306.52,11539.64,0,804.23,12343.87,7428.41
129546003,Pine Grove Area SD,Schuylkill,1636.045,1910.329,6983.15,3689.03,262.1,10934.27,0,1393.46,12327.74,6946.01
104103603,Karns City Area SD,Butler,1645.48,1944.877,7448.78,3838.6,243.18,11530.55,141.24,639.18,12310.97,7074.3
106330703,Brockway Area SD,Jefferson,1067.704,1246.16,7328.48,4060.04,381.98,11770.49,198.88,329.34,12298.72,7609.44
108071003,Bellwood-Antis SD,Blair,1268.101,1484.713,6481.4,3820.19,413.42,10715.01,0,1561.94,12276.95,7316.72
108110603,Blacklick Valley SD,Cambria,680.955,791.635,7475.86,4286.15,480.05,12242.06,0,31.14,12273.19,7726.1
116496603,Shikellamy SD,Northumberland,3027.976,3542.723,8098.25,3020.35,184.05,11302.65,0,966.67,12269.32,7431.67
108561803,Conemaugh Township Area SD,Somerset,999.048,1167.765,6935.01,3854.86,373.85,11163.71,0,1100.13,12263.85,7180.73
104433303,Hermitage SD,Mercer,2186.353,2567.431,7445.14,3180.98,361.13,10987.25,0.25,1273.79,12261.29,7274.41
116495003,Milton Area SD,Northumberland,2239.205,2610.074,7617.49,3363.49,262.8,11243.78,0,998.04,12241.82,6877.83
127042003,Central Valley SD,Beaver,2480.478,2834.765,7138.47,3775.13,308.82,11222.42,0,1004.14,12226.56,7496.4
113385303,Palmyra Area SD,Lebanon,3454.066,3926.885,6117.79,2976,242.34,9336.13,3.16,2885.8,12225.09,5954.79
129546803,Saint Clair Area SD,Schuylkill,874.604,1018.005,8662.74,2442.14,193.91,11298.79,0,924.46,12223.25,7521.84
104435003,Mercer Area SD,Mercer,1286.678,1520.163,6688.07,3491.93,335.55,10515.54,0,1690.19,12205.73,6002.59
118403003,Hanover Area SD,Luzerne,2132.836,2489.433,6877.76,3504.35,240.16,10622.27,0,1564.97,12187.25,7024.34
104372003,Ellwood City Area SD,Lawrence,2036.75,2407.72,7429.73,3621.03,246.12,11296.89,0,878.75,12175.64,7307.04
113361703,Conestoga Valley SD,Lancaster,4484.391,5222.322,7002.7,3216.76,290.16,10509.62,0,1658.08,12167.7,7038.92
124150503,Avon Grove SD,Chester,6004.256,6941.392,7775.37,3049.66,156.85,10981.87,0,1181.97,12163.84,7623.7
105259103,Union City Area SD,Erie,1279.727,1425.736,7193.99,3640.33,428.19,11262.52,20.15,880.76,12163.43,6730.66
112015203,Littlestown Area SD,Adams,2148.671,2526.966,7452.33,3182.03,192.21,10826.57,0,1270.46,12097.03,7081.46
116191103,Berwick Area SD,Columbia,3232.187,3775.725,7889.77,3616.97,224.72,11731.46,0,365.28,12096.75,7606.09
128033053,Freeport Area SD,Armstrong,1962.796,2316.398,6809.31,3895.97,250.6,10955.88,102.95,1023.53,12082.36,7246.54
114060753,Boyertown Area SD,Berks,7343.544,8367.745,7178.73,3648.85,165.46,10993.04,0,1045.23,12038.27,7471.62
115212503,East Pennsboro Area SD,Cumberland,2818.809,3292.92,7126.1,3205.34,230.3,10561.74,32.22,1428.84,12022.8,7031.46
107650603,Belle Vernon Area SD,Westmoreland,2698.148,3176.372,7611.45,3506.89,314.57,11432.92,11.28,577.7,12021.89,7180.24
127041603,Blackhawk SD,Beaver,2604.05,3076.059,7011.09,3671.86,417.74,11100.69,0,908.23,12008.92,7227.49
104375203,Neshannock Township SD,Lawrence,1337.828,1543.068,6878.89,3609.94,393.71,10882.53,0,1112.66,11995.2,7505.28
104107803,South Butler County SD,Butler,2688.783,3153.432,6503.39,4050.21,336.19,10889.79,0,1100.93,11990.72,6974.58
111444602,Mifflin County SD,Mifflin,5422.131,6352.664,6414.68,3703.3,165.93,10283.9,0,1703.52,11987.42,6105.43
101631803,Charleroi SD,Washington,1700.768,1998.073,7053.91,3245.22,204.69,10503.82,0,1458.69,11962.51,6532.72
108118503,Westmont Hilltop SD,Cambria,1611.854,1889.911,7263.17,3421.22,367.64,11052.03,292.54,606.77,11951.34,7699.41
108116303,Portage Area SD,Cambria,947.637,1061.038,6527.53,4080.2,486.57,11094.3,0,849.77,11944.07,7423.07
118409302,Wyoming Valley West SD,Luzerne,5348.137,6270.342,8412.91,2758.38,182.99,11354.28,26.25,561.01,11941.55,7398.73
119357402,Scranton SD,Lackawanna,10197.969,11483.511,7582.11,3309.07,136.55,11027.73,0,907.89,11935.63,7380.09
108116003,Penn Cambria SD,Cambria,1785.542,2083.228,6858.41,3887.94,256.44,11002.8,0,924.73,11927.53,6649.01
127045303,Midland Borough SD,Beaver,449.548,520.335,8492.43,2980.81,98.6,11571.84,0,354.23,11926.07,7733.87
118401603,Dallas SD,Luzerne,2750.133,3178.827,6532.87,3270.06,241.35,10044.28,0,1854.75,11899.03,6943.38
104377003,Union Area SD,Lawrence,846.923,972.058,7256.83,3525.35,417.51,11199.69,0,692.03,11891.72,7462.26
118406602,Pittston Area SD,Luzerne,3424.599,3999.34,7122.62,3531.8,251.09,10905.51,0,982.66,11888.17,7111.04
108116503,Richland SD,Cambria,1619.112,1903,6203.83,3256.47,470.39,9930.69,0,1956.7,11887.39,6605.53
107657103,Penn-Trafford SD,Westmoreland,4228.003,4878.089,6573.06,3792.44,402.26,10767.76,0,1108.71,11876.47,7126.52
119355503,Mid Valley SD,Lackawanna,1790.746,2079.972,7219.33,3113.12,370.8,10703.25,0,1169.97,11873.22,7194.4
105252602,Erie City SD,Erie,13664.375,15847.112,7699.66,3270.14,211.37,11181.17,8.32,675.4,11864.89,6352.05
107653102,Greater Latrobe SD,Westmoreland,4219.071,4960.472,6503.55,3432.78,232.15,10168.48,74.25,1587.72,11830.45,6460.92
108112203,Forest Hills SD,Cambria,1980.846,2297.761,7023.49,3743.6,390.51,11157.6,0,671.43,11829.03,7422.03
108071504,Claysburg-Kimmel SD,Blair,883.571,1028.971,6505.83,3796.79,228.29,10530.91,0,1296.91,11827.82,6484.82
104101252,Butler Area SD,Butler,7663.783,8788.128,7147.32,3403.92,171.97,10723.21,0,1056.95,11780.16,6854.8
119354603,Lakeland SD,Lackawanna,1612.545,1883.359,7453.48,3654.33,396.41,11504.22,7.44,205.95,11717.62,7384.73
112282004,Fannett-Metal SD,Franklin,561.193,659.561,6865.07,4548.37,205.05,11618.5,0,91,11709.5,6723.92
103028653,South Allegheny SD,Allegheny,1652.068,1938.871,7000.46,3589.58,283.88,10873.92,17.97,803.61,11695.51,6809.47
116498003,Warrior Run SD,Northumberland,1673.253,1955.971,6828.64,3770.82,246.56,10846.01,265.73,566.46,11678.2,7042.37
111312503,Huntingdon Area SD,Huntingdon,2109.609,2469.474,6493.3,3449.73,26.56,9969.59,36.66,1657.33,11663.58,6212.35
108561003,Berlin Brothersvalley SD,Somerset,878.676,1056.443,6575.67,3676.24,351.91,10603.82,0,1053.55,11657.36,6410.85
108051503,Chestnut Ridge SD,Bedford,1605.094,1875.763,6416.41,3843.69,235.09,10495.2,172.74,927.91,11595.85,6278.34
116191203,Bloomsburg Area SD,Columbia,1746.175,2041.4,6661.36,3425.55,291.98,10378.88,0,1189.75,11568.64,6836.67
101264003,Laurel Highlands SD,Fayette,3436.048,4033.558,7035.14,3263.3,184.26,10482.7,0,1032.94,11515.63,6600.46
116197503,Southern Columbia Area SD,Columbia,1513.845,1770.365,6910.85,3384.63,267.75,10563.23,0,946.05,11509.27,6766.17
116605003,Mifflinburg Area SD,Union,2233.999,2607.683,7010.87,3277.91,199.32,10488.11,0,1013.67,11501.78,6704.12
129544703,Minersville Area SD,Schuylkill,1341.305,1515.579,6711.83,3420.73,291.71,10424.28,29.82,1028.63,11482.73,7150.75
129547603,Tamaqua Area SD,Schuylkill,2144.466,2425.52,6812.42,3498.4,215.14,10525.95,156.01,776.02,11457.98,7199.12
129545003,North Schuylkill SD,Schuylkill,2048.992,2387.491,6978.33,3318.64,265.74,10562.72,0,869.32,11432.03,6675.21
118409203,Wyoming Area SD,Luzerne,2498.995,2931.801,7020.21,3244.94,269.4,10534.55,0,893.23,11427.78,6804.33
117416103,South Williamsport Area SD,Lycoming,1403.37,1636.681,6661.27,3125.53,353.32,10140.11,0,1279.43,11419.54,6771.49
127042853,Freedom Area SD,Beaver,1577.074,1857.162,6908.36,3681.35,305.41,10895.13,0,493.95,11389.07,7091.47
104105003,Mars Area SD,Butler,3337.556,3833.481,5874.06,3537.39,298.07,9709.52,0,1678.36,11387.89,6754.86
104432803,Greenville Area SD,Mercer,1444.208,1699.196,6802.67,3143.86,502.36,10448.89,4.93,916.58,11370.41,6265.35
108569103,Windber Area SD,Somerset,1272.281,1475.484,6795.49,3119.9,300.02,10215.42,0,1128.05,11343.47,6483.88
114067002,Reading SD,Berks,18354.598,20915.957,6716.1,3167.4,135.59,10019.09,0,1318.8,11337.89,6243.39
111317503,Southern Huntingdon County SD,Huntingdon,1288.528,1507.39,6505.59,4023.52,153.52,10682.64,0,648.63,11331.26,5807.13
108056004,Northern Bedford County SD,Bedford,1044.507,1211.081,6821.16,3675.31,307,10803.48,8.79,517.17,11329.44,6492.88
105258503,Northwestern SD,Erie,1572.504,1858.384,7205.39,3143.66,245.75,10594.81,0,716.83,11311.63,6114.54
101636503,Peters Township SD,Washington,4410.266,5062.608,6720.63,3299.53,265.29,10285.45,0,1014.31,11299.75,7375.31
113384603,Lebanon SD,Lebanon,4975.276,5700.944,6665.82,3193.21,255.3,10114.33,90.47,1082.35,11287.14,6068.8
115218003,Shippensburg Area SD,Cumberland,3514.478,4118.031,7257,2946.57,201.55,10405.12,0,878.19,11283.3,6806.21
112011103,Bermudian Springs SD,Adams,2127.387,2440.054,6153.12,3273.74,368.62,9795.49,0,1442.02,11237.51,6373.35
105254053,Girard SD,Erie,1923.111,2229.166,6804.34,3179.9,306.11,10290.35,23.44,903.08,11216.87,6464.27
115219002,West Shore SD,York,8022.849,9116.33,7122.68,3158.8,189.45,10470.93,3.45,727.66,11202.04,7153.44
116496503,Shamokin Area SD,Northumberland,2459.095,2869.38,7435.28,3579.12,175.91,11190.31,0,0,11190.31,5749.6
108111403,Conemaugh Valley SD,Cambria,904.418,1065.867,6437.06,3761.51,374.06,10572.63,0,592.47,11165.1,6460.76
107656502,Norwin SD,Westmoreland,5319.878,6089.292,6400.55,3211.82,326.44,9938.8,0,1169.24,11108.05,6665.32
118403302,Hazleton Area SD,Luzerne,10659.607,12425.912,6630.12,2636.64,141.25,9408.01,5.21,1685.62,11098.84,5436.5
108077503,Spring Cove SD,Blair,1893.545,2199.06,6605.87,3376.47,201.72,10184.05,112.06,795.82,11091.93,6608.37
119352203,Dunmore SD,Lackawanna,1568.478,1837.982,6793.78,3120.06,387.27,10301.1,0,767.81,11068.92,7011.5
104433903,Lakeview SD,Mercer,1244.694,1469.821,7193.2,3491.08,287.1,10971.38,58.75,31.15,11061.28,6567.23
112283003,Greencastle-Antrim SD,Franklin,3064.784,3590.473,6943,2980.99,192.63,10116.62,1.93,902.38,11020.93,6675.73
108111303,Central Cambria SD,Cambria,1751.421,2058.833,6656.58,3381.32,222.97,10260.87,0,747.55,11008.42,6186.13
129548803,Williams Valley SD,Schuylkill,1096.243,1275.124,7341.78,3210.66,288.27,10840.71,0,116.64,10957.35,6577.78
104435703,Sharpsville Area SD,Mercer,1317.48,1508.057,6328.38,3327.93,244.59,9900.91,0,1001.54,10902.45,6701.89
118401403,Crestwood SD,Luzerne,2908.131,3445.737,6781.62,3059.94,258.7,10100.27,0,698.25,10798.52,6295.68
119358403,Valley View SD,Lackawanna,2586.605,3023.772,6382.54,3241.5,180.42,9804.45,0,827.42,10631.88,6250.77
108070502,Altoona Area SD,Blair,7930.545,9244.979,6374.19,3452.11,236.53,10062.83,0,507.29,10570.11,5773.8
118402603,Greater Nanticoke Area SD,Luzerne,2346.892,2739.116,6589.02,2821.89,286.64,9697.55,134.85,474.93,10307.33,5848.5
111343603,Juniata County SD,Juniata,3012.96,3527.893,6058.82,3169.04,71.6,9299.46,0,940.63,10240.08,5581.32
109248003,Saint Marys Area SD,Elk,2250.672,2645.711,5611.59,3469.86,241.46,9322.91,36.43,753.61,10112.96,5788.09
116495103,Mount Carmel Area SD,Northumberland,1612.13,1884.814,6204.28,2287.28,168.27,8659.84,-0.46,1143.63,9803.01,5272.18
