AUN,district,county,adm,wadm,instruction,support,other,current,facilities,financing,total,"AIE per WADM"
103023153,Elizabeth Forward SD,Allegheny,2586.768,3089.811,7846.36,4056.45,349.05,12251.87,0,1498.95,13750.82,7557.1
103023912,Fox Chapel Area SD,Allegheny,4474.794,5261.727,10198.15,4967.21,421.8,15587.16,31.78,1431.15,17050.08,10828.81
103024102,Gateway SD,Allegheny,3919.538,4565.478,9956.59,5065.61,379.28,15401.48,0,1031.39,16432.87,10681.14
103024603,Hampton Township SD,Allegheny,3140.847,3665.662,7357.14,3726.5,365.2,11448.84,0,1623.3,13072.14,7791.2
103024753,Highlands SD,Allegheny,2775.919,3217.463,8150.99,4251.35,219.32,12621.66,1.28,796.45,13419.38,8064.12
103025002,Keystone Oaks SD,Allegheny,2200.384,2550.815,8027.28,4947.25,429.75,13404.27,0,4525.6,17929.87,8924.57
103026002,McKeesport Area SD,Allegheny,4078.981,4777.253,8661.81,4043.08,224.53,12929.42,0,2099.03,15028.45,7304.72
103026303,Montour SD,Allegheny,3037.81,3589.181,9569.54,5150.99,427.5,15148.03,127.17,1982.93,17258.13,9941.65
103026343,Moon Area SD,Allegheny,3815.326,4400.714,8100.7,4204.33,502.12,12807.16,0,2401.91,15209.07,8861.31
103026402,Mt Lebanon SD,Allegheny,5276.144,6022.517,7972.46,4174.27,404.14,12550.87,0,2960.15,15511.02,9280.6
103026852,North Allegheny SD,Allegheny,8258.079,9438.287,8652.95,4171.2,344.33,13168.47,5.66,1411.56,14585.7,9487.51
103026902,North Hills SD,Allegheny,4336.612,5119.48,8684.58,4248.46,347.65,13280.69,0,3659.67,16940.36,9019.67
103026873,Northgate SD,Allegheny,1306.69,1522.778,9386.64,4337.29,364.6,14088.54,59.1,785.72,14933.36,9619.89
103027352,Penn Hills SD,Allegheny,4667.194,5538.786,9803.97,5361.62,261.27,15426.87,0,567.54,15994.42,9259.11
103021003,Pine-Richland SD,Allegheny,4648.434,5335.409,7288.59,3666.53,378.24,11333.37,45.51,4563.36,15942.23,8086.25
102027451,Pittsburgh SD,Allegheny,28926.638,33810.011,11969.66,7017.66,238.59,19225.9,140.29,2345.27,21711.47,11146.21
103027503,Plum Borough SD,Allegheny,4132.664,4878.273,7605.92,3581.02,270.67,11457.61,28.32,1652.09,13138.02,7429.89
103027753,Quaker Valley SD,Allegheny,1937.955,2261.296,9753.45,6170.62,681.25,16605.31,0,3441.54,20046.86,11541.78
103028203,Riverview SD,Allegheny,1085.196,1286.194,8742.71,5267.68,586.08,14596.47,371.55,1080.74,16048.76,9876.05
103028302,Shaler Area SD,Allegheny,5065.966,5998.136,8089.77,4328.33,322.47,12740.57,15.59,1434.54,14190.71,8240.27
103028653,South Allegheny SD,Allegheny,1661.446,1959.183,7184.27,3732.14,299.21,11215.63,11.6,1486.31,12713.53,6957.78
103028703,South Fayette Township SD,Allegheny,2496.065,2793.124,6277.82,4158.3,473.01,10909.13,0,1764.45,12673.58,7502.86
103028753,South Park SD,Allegheny,2169.864,2512.862,6674.43,3866.25,339.81,10880.49,0,1783.75,12664.24,7295.65
103028833,Steel Valley SD,Allegheny,2068.103,2438.069,8582.34,4256.16,309.53,13148.03,0,785.88,13933.91,8534.95
103028853,Sto-Rox SD,Allegheny,1675.394,1933.416,8100.39,4761.98,150.4,13012.78,0,976.19,13988.97,7634.67
103029203,Upper Saint Clair SD,Allegheny,4144.401,4762.248,7883.11,4908.01,294.81,13085.93,0,1974.84,15060.77,8693.66
103029403,West Allegheny SD,Allegheny,3349.111,3818.122,7426.57,4871.85,489.42,12787.84,53.93,2311.45,15153.22,8673.17
103029553,West Jefferson Hills SD,Allegheny,2875.083,3286.429,6595.51,4036.84,351.44,10983.78,0,1321.68,12305.46,7501.01
103029603,West Mifflin Area SD,Allegheny,2942.208,3482.03,8256.05,4162.44,352.49,12770.99,101.96,1768.87,14641.82,7833.18
103029803,Wilkinsburg Borough SD,Allegheny,1464.817,1687.378,13761.99,6049.31,221.01,20032.31,51.76,485.34,20569.41,13199.25
103029902,Woodland Hills SD,Allegheny,5028.628,5878.611,10007.26,4765.68,345.61,15118.55,13.78,1265.54,16397.87,9435.29
128030603,Apollo-Ridge SD,Armstrong,1527.052,1782.699,8118.25,3802.39,256.56,12177.19,0,897.92,13075.11,7449.17
128030852,Armstrong SD,Armstrong,5937.855,6825.491,8975.71,4274.46,299.99,13550.15,111.3,932.31,14593.76,8241.5
128033053,Freeport Area SD,Armstrong,2049.466,2399.017,6264.03,3700.03,228.85,10192.92,0,1028.8,11221.71,6988.27
128034503,Leechburg Area SD,Armstrong,849.181,971.776,8447.34,3957.26,394.83,12799.44,0,1122.09,13921.52,8700.57
127040503,Aliquippa SD,Beaver,1291.831,1500.59,8343.46,5069.01,398.98,13811.45,0,2218.58,16030.03,7987.29
127040703,Ambridge Area SD,Beaver,2954.124,3431.16,7662.41,3745.13,219.76,11627.3,0,888.47,12515.77,7311.9
127041203,Beaver Area SD,Beaver,2127.31,2441.408,6119.62,3803.25,337.55,10260.42,79.05,1193.64,11533.11,6817.24
127041503,Big Beaver Falls Area SD,Beaver,1756.743,2044.749,7798.74,4468.82,428.61,12696.17,49.25,1053.58,13799.01,7806.08
127041603,Blackhawk SD,Beaver,2662.031,3072.35,6963.75,3573.3,332.94,10869.99,0,459.99,11329.98,7189.93
127042003,Central Valley SD,Beaver,2504.802,2889.415,6930.89,3603.71,371.2,10905.8,0,830.81,11736.61,6996.41
127042853,Freedom Area SD,Beaver,1625.176,1923.562,6487.6,3688.9,328.27,10504.77,10.6,873.4,11388.77,6787.39
127044103,Hopewell Area SD,Beaver,2508.689,2995.726,7031.68,3744.52,338,11114.21,0,2271.05,13385.26,7057.09
127045303,Midland Borough SD,Beaver,456.958,518.036,8161.9,3217.44,114.24,11493.58,29.38,368.64,11891.61,7573.78
127045653,New Brighton Area SD,Beaver,1763.476,2082.087,7007.78,3666.82,372.41,11047.01,45.6,1021.11,12113.72,6753.5
127045853,Riverside Beaver County SD,Beaver,1638.465,1937.999,7567.95,4186.07,256.75,12010.76,0,1124.38,13135.15,7424.2
127046903,Rochester Area SD,Beaver,937.961,1106.404,9148.85,4305.03,317.1,13770.99,18.93,1619.18,15409.09,8544.94
127047404,South Side Area SD,Beaver,1273.122,1487.438,9774.47,5150.7,493.99,15419.15,0,1929.36,17348.52,9704.96
127049303,Western Beaver County SD,Beaver,841.039,997.522,8509.7,4478.81,288.47,13276.98,0,624.91,13901.89,8279.66
108051003,Bedford Area SD,Bedford,2266.894,2671.957,6359.51,4081.72,245.48,10686.72,0,836.94,11523.66,6389.04
108051503,Chestnut Ridge SD,Bedford,1615.84,1887.901,6601.85,3699.78,376.11,10677.74,0,1055.09,11732.83,6128.48
108053003,Everett Area SD,Bedford,1428.984,1679.614,7632.04,4035.44,273.29,11940.77,4.76,828.84,12774.37,7003.95
108056004,Northern Bedford County SD,Bedford,1166.456,1323.789,6751.98,3470.21,206.28,10428.48,2.67,445.81,10876.96,6475.97
108058003,Tussey Mountain SD,Bedford,1159.036,1326.948,7776.66,4434.69,198.57,12409.92,38.69,1539.35,13987.97,7512.97
114060503,Antietam SD,Berks,1085.548,1270.843,7562.35,3883.39,325.71,11771.45,0,1278.21,13049.66,8036.46
114060753,Boyertown Area SD,Berks,7255.933,8245.753,7145.06,3702.41,164.98,11012.45,0,1349.63,12362.08,7579.25
114060853,Brandywine Heights Area SD,Berks,1790.865,2126.291,8387.53,4664.09,286.39,13338,0,3106.59,16444.59,8827.8
114061103,Conrad Weiser Area SD,Berks,2886.203,3339.414,8264.39,3843.43,249.49,12357.3,0,1544.6,13901.9,7906.35
114061503,Daniel Boone Area SD,Berks,3985.085,4654.227,6853.63,3585.99,216.81,10656.43,0,1744.11,12400.53,7196.66
114062003,Exeter Township SD,Berks,4460.223,5182.602,7708.49,3490.15,278.34,11476.98,29.34,2376.26,13882.57,8039.32
114062503,Fleetwood Area SD,Berks,2757.398,3230.701,7360.95,3849.55,245.75,11456.25,0,1915.57,13371.82,7763.13
114063003,Governor Mifflin SD,Berks,4295.022,5031.335,7118.57,3804.64,310.89,11234.11,0.05,1522.13,12756.28,7776.81
114063503,Hamburg Area SD,Berks,2498.97,2941.051,7473.64,3800.31,265.76,11539.72,3.17,2215.24,13758.13,7597.27
114064003,Kutztown Area SD,Berks,1577.073,1869.211,9580.49,5092.1,331.01,15003.6,0,2570.31,17573.91,10260.89
114065503,Muhlenberg SD,Berks,3585.004,4249.018,6883.2,3533.23,348.01,10764.44,0,1773.27,12537.71,7322.24
114066503,Oley Valley SD,Berks,1927.123,2230.671,7744.96,4302.19,311.18,12358.32,0,1823.9,14182.22,8197.3
114067002,Reading SD,Berks,18307.935,20760.77,6909.86,4072.61,167.62,11150.09,0,1409.28,12559.37,6669.46
114067503,Schuylkill Valley SD,Berks,1964.276,2319.25,9118.81,4143.62,505.49,13767.92,0,1850.89,15618.81,9290.99
114068003,Tulpehocken Area SD,Berks,1577.156,1863.08,9066.65,4958.26,340.53,14365.44,0,2225.09,16590.53,9492.4
114068103,Twin Valley SD,Berks,3518.744,4079.077,7679.72,3539.3,226.2,11445.22,5.07,2031.79,13482.08,7635.24
114069103,Wilson SD,Berks,5905.572,6922.428,7203.16,3735.74,317.11,11256.01,0,1977.65,13233.66,7892.99
114069353,Wyomissing Area SD,Berks,1889.209,2216.628,7881.57,4616.92,542.62,13041.11,0,2359.42,15400.53,9174.11
108070502,Altoona Area SD,Blair,8115.212,9433.18,6152.33,3239.95,225,9617.28,9.49,1253.43,10880.2,5344.62
108071003,Bellwood-Antis SD,Blair,1272.655,1496.344,6555.17,3838.68,403.69,10797.53,0,1706.4,12503.93,7092.18
108071504,Claysburg-Kimmel SD,Blair,897.051,1045.46,6665.37,3568.96,263.89,10498.22,0,1104.59,11602.81,6553.16
108073503,Hollidaysburg Area SD,Blair,3493.708,4108.1,7088.71,3751.27,42.88,10882.86,0,2055.12,12937.98,7365.16
108077503,Spring Cove SD,Blair,1874.149,2176.373,6702.34,3315.72,218.04,10236.1,334.65,989.83,11560.58,7511.36
108078003,Tyrone Area SD,Blair,1902.248,2174.748,5989.93,3719.8,262.47,9972.21,57.74,1109.67,11139.62,5853.85
108079004,Williamsburg Community SD,Blair,558.395,660.082,6860.04,4174.41,384.89,11419.34,0,1181.52,12600.86,6739.63
117080503,Athens Area SD,Bradford,2251.454,2629.724,8632.71,4222.67,164.17,13019.55,80.76,1827.2,14927.51,7977.6
117081003,Canton Area SD,Bradford,1041.862,1217.046,8226.85,3843.41,270.92,12341.17,29.78,983.28,13354.24,7605.86
117083004,Northeast Bradford SD,Bradford,824.728,960.53,8076.19,4983.76,261.65,13321.6,0,1366.96,14688.56,8051.99
117086003,Sayre Area SD,Bradford,1142.442,1323.534,8717.07,4427.99,478.78,13623.85,0.95,330.09,13954.89,9342.22
117086503,Towanda Area SD,Bradford,1806.148,2089.905,6522.32,3603.21,338,10463.53,0.99,1687.82,12152.35,5979.28
117086653,Troy Area SD,Bradford,1628.2,1919.667,7331.88,4155.43,235.12,11722.42,11.41,1192.52,12926.35,7044.94
117089003,Wyalusing Area SD,Bradford,1486.634,1733.266,7896.81,4124.71,242.57,12264.09,0,1747.32,14011.4,8822.14
122091002,Bensalem Township SD,Bucks,7064.859,8134.837,9877.71,4789.66,185.8,14853.17,0,1509.47,16362.64,10568.62
122091303,Bristol Borough SD,Bucks,1375.53,1605.693,9966.54,3192.92,187.84,13347.3,0,1720.55,15067.85,8981.01
122091352,Bristol Township SD,Bucks,7028.623,8236.23,10970.05,5383.66,158.4,16512.12,0,2077.35,18589.47,10950.26
122092002,Centennial SD,Bucks,5921.97,6786.584,9025.15,4212.76,178.09,13416,0,1861.61,15277.61,9456.26
122092102,Central Bucks SD,Bucks,20600.483,23708.951,6880.66,3509.81,244.46,10634.94,0,3176.86,13811.8,7285.27
122092353,Council Rock SD,Bucks,11987.914,13951.63,10421.82,4220.18,244.36,14886.35,0,1319.79,16206.14,10464.98
122097203,Morrisville Borough SD,Bucks,965.115,1114.299,12769.49,4640.91,448.98,17859.38,0,1004.35,18863.73,12068.36
122097502,Neshaminy SD,Bucks,9490.178,10975.043,10321.32,4416.82,165.46,14903.6,74.31,1225.47,16203.37,10498.08
122097604,New Hope-Solebury SD,Bucks,1601.302,1871.839,10255.74,6700.87,403.99,17360.61,0,2223.56,19584.17,12578.87
122098003,Palisades SD,Bucks,1929.39,2245.472,9465.48,6121.73,503.68,16090.89,263.1,1558.19,17912.18,11209.3
122098103,Pennridge SD,Bucks,7599.129,8703.799,7798.05,3704.28,166.28,11668.61,0,2660.13,14328.74,8209.55
122098202,Pennsbury SD,Bucks,11413.786,13098.757,9379.38,4090.79,110.75,13580.91,0,1084.27,14665.18,10334.93
122098403,Quakertown Community SD,Bucks,5574.176,6309.721,8974.83,4571.19,145.2,13691.23,0.33,1275.87,14967.43,9849.01
104101252,Butler Area SD,Butler,7870.955,9025.575,6990.06,3344.9,177.66,10512.62,0,942.55,11455.18,6672.62
104103603,Karns City Area SD,Butler,1674.482,1967.409,7200.75,3723.72,246,11170.47,51.59,769.65,11991.71,6911.83
104105003,Mars Area SD,Butler,3261.094,3710.926,5803.55,3544.68,283.72,9631.95,0,1543.15,11175.09,6874.47
104105353,Moniteau SD,Butler,1642.826,1905.577,6167.37,3669.68,616.17,10453.22,0,764.17,11217.38,6173.79
104107903,Seneca Valley SD,Butler,7523.525,8573.644,7646.74,3298.81,226.54,11172.09,21.16,1294.59,12487.84,7731.89
104107503,Slippery Rock Area SD,Butler,2335.952,2751.452,7198.83,3185.99,288.29,10673.11,0,968.81,11641.92,6962.52
104107803,South Butler County SD,Butler,2723.76,3185.208,6247.71,3827.65,289.05,10364.41,0,1261.93,11626.35,6550.9
108110603,Blacklick Valley SD,Cambria,692.779,793.589,7206.02,4256.35,497.78,11960.16,0,0,11960.16,7638.4
108111203,Cambria Heights SD,Cambria,1502.132,1772.629,7502.89,3676.83,308.35,11488.07,37.99,698.33,12224.39,7083.65
108111303,Central Cambria SD,Cambria,1886.026,2221.146,6379.36,3064.44,243.67,9687.47,0,745.68,10433.16,5872.05
108111403,Conemaugh Valley SD,Cambria,917.266,1074.002,7582.85,3818.09,395.26,11796.2,0,391.11,12187.31,7479.46
108112003,Ferndale Area SD,Cambria,814.152,949.76,6535.02,4232.84,304.67,11072.53,0,920.71,11993.24,6718.25
108112203,Forest Hills SD,Cambria,2026.552,2368.659,6791.1,3655.86,390.61,10837.57,0,927.73,11765.29,6741.54
108112502,Greater Johnstown SD,Cambria,3287.969,3788.661,7791.29,2995.55,281.66,11068.5,66.64,1315.21,12450.35,5964.82
108114503,Northern Cambria SD,Cambria,1257.534,1474.268,7932.31,4006.8,273.64,12212.75,0,851.85,13064.59,7701.7
108116003,Penn Cambria SD,Cambria,1708.915,1994.09,7098.15,4017.56,279,11394.71,0,1268.59,12663.31,6734.43
108116303,Portage Area SD,Cambria,971.475,1085.79,7088.38,3714.09,479.2,11281.67,0,774.26,12055.93,7454.2
108116503,Richland SD,Cambria,1608.792,1891.492,5735.64,3794.37,456.76,9986.76,161.01,1927.43,12075.2,5883.44
108118503,Westmont Hilltop SD,Cambria,1731.307,2043.898,6420.55,3608.53,354.19,10383.26,204.66,564.21,11152.13,7039.74
109122703,Cameron County SD,Cameron,736.262,871.084,8716.28,4531.77,462.5,13710.55,0,11818.6,25529.15,8450.22
121135003,Jim Thorpe Area SD,Carbon,2373.875,2760.606,8316.98,4105.75,307.48,12730.22,219.89,1777.16,14727.26,8528.29
121135503,Lehighton Area SD,Carbon,2425.018,2830.321,8367.5,3656.15,289.1,12312.75,45.09,789.73,13147.57,8028.73
121136503,Palmerton Area SD,Carbon,2108.394,2435.426,7814.21,3297.3,287.58,11399.09,18.7,822.44,12240.23,7362.35
121136603,Panther Valley SD,Carbon,1750.742,1943.012,8246.1,3186.5,261.52,11694.12,25.59,3928.86,15648.58,7340.52
121139004,Weatherly Area SD,Carbon,720.987,855.431,8829.4,5156.72,275.25,14261.38,0,499.85,14761.24,10580.39
110141003,Bald Eagle Area SD,Centre,1906.797,2233.315,7765.22,4325.14,311.22,12401.58,0,1363.52,13765.11,8020.42
110141103,Bellefonte Area SD,Centre,2965.882,3468.344,7910.62,4459.12,232.67,12602.41,0,1180.56,13782.98,8514.31
110147003,Penns Valley Area SD,Centre,1539.685,1801.739,7388.21,4459.22,316.25,12163.68,0,1430.34,13594.03,7402.47
110148002,State College Area SD,Centre,7125.428,8368.465,9159.54,4725.92,343.65,14229.12,23.66,1215.12,15467.9,9827.49
124150503,Avon Grove SD,Chester,6109.104,7036.511,7552,3248.62,195.01,10995.63,0,1797.36,12792.99,7701.21
124151902,Coatesville Area SD,Chester,8611.668,9978.35,10424.63,4695.67,156.88,15277.17,0,1644.72,16921.89,10485.94
124152003,Downingtown Area SD,Chester,12465.977,14240.358,8123.4,3853.07,269.01,12245.49,0,1982.03,14227.52,8589.97
124153503,Great Valley SD,Chester,4156.755,4757.886,9671.03,5278.93,338.5,15288.46,0,2499.36,17787.83,11163.72
124154003,Kennett Consolidated SD,Chester,4508.901,5246.382,8404.66,4571.26,221.38,13197.3,16.12,2115.63,15329.06,9125.88
124156503,Octorara Area SD,Chester,2803.853,3212.887,9573.7,4090.42,210.75,13874.87,0,2026.32,15901.19,9404.21
124156603,Owen J Roberts SD,Chester,5239.632,5995.252,8020.32,5149.29,276.24,13445.84,0,2609.09,16054.93,9353.25
124156703,Oxford Area SD,Chester,4454.392,5180.252,7004.87,3204.67,190.78,10400.32,0,1719.9,12120.22,7035.1
124157203,Phoenixville Area SD,Chester,3850.6,4358.211,11351.89,5268.7,298.19,16918.77,0,2164.92,19083.69,12597.5
124157802,Tredyffrin-Easttown SD,Chester,6479.411,7415.198,9175.71,5301.5,279.95,14757.17,0,884.42,15641.6,10720.62
124158503,Unionville-Chadds Ford SD,Chester,4156.614,4816.909,8486.45,5035.32,297.51,13819.28,19.12,2328.28,16166.68,9730.9
124159002,West Chester Area SD,Chester,12495.063,14398.653,8700.45,4520.77,319.98,13541.21,55.02,1914.19,15510.42,9439.47
106160303,Allegheny-Clarion Valley SD,Clarion,825.158,986.874,9519.39,4869.78,311.19,14700.37,0,960.29,15660.66,7817.94
106161203,Clarion Area SD,Clarion,820.859,969.983,8116.42,4688.21,459.56,13264.19,0,1086.28,14350.47,8519.85
106161703,Clarion-Limestone Area SD,Clarion,1003.925,1192.059,7475.52,4045.63,215.56,11736.71,23.06,599.74,12359.51,7442.99
106166503,Keystone SD,Clarion,1120.111,1314.148,7881.53,3847.01,205.18,11933.72,0,346.07,12279.79,7401.53
106167504,North Clarion County SD,Clarion,638.92,747.975,7872,3694.1,143.64,11709.74,1.22,1006.33,12717.29,7333.51
106168003,Redbank Valley SD,Clarion,1225.675,1445.961,8497.17,3619.44,270.64,12387.25,0,805.15,13192.41,7833.97
106169003,Union SD,Clarion,639.737,762.806,9450.21,4798.6,377.03,14625.84,8.99,1153.8,15788.63,9215.93
110171003,Clearfield Area SD,Clearfield,2490.34,2958.429,7514.08,4262.85,233.86,12010.78,649.63,845.62,13506.03,7606.56
110171803,Curwensville Area SD,Clearfield,1178.469,1393.478,6922.88,3553.41,273.9,10750.18,3599.32,1918.96,16268.46,9657.51
106172003,Dubois Area SD,Clearfield,4320.137,5079.45,7019.6,3684.52,176.54,10880.66,0,721.08,11601.74,6688.08
110173003,Glendale SD,Clearfield,826.055,969.272,8181.68,4714.07,701.28,13597.03,0,929.73,14526.76,8255.42
110173504,Harmony Area SD,Clearfield,371.469,439.163,9150.54,5366.69,318.13,14835.36,80.76,649.42,15565.54,8512.87
110175003,Moshannon Valley SD,Clearfield,966.634,1126.519,7585.9,4062.08,302.81,11950.79,117.44,1638.64,13706.87,7361.7
110177003,Philipsburg-Osceola Area SD,Clearfield,1927.169,2266.547,7798.21,4448.42,280.94,12527.58,18.58,1772.8,14318.96,7830.03
110179003,West Branch Area SD,Clearfield,1217.744,1446.612,7992.22,3176.84,348.79,11517.85,0,9414.85,20932.7,7150.56
110183602,Keystone Central SD,Clinton,4688.164,5522.969,7917.97,3706.92,544.86,12169.75,0,1144.84,13314.59,7345.34
116191004,Benton Area SD,Columbia,737.436,868.425,7876.87,4592.74,413.05,12882.66,0,1435.97,14318.63,7989.47
116191103,Berwick Area SD,Columbia,3268.467,3868.903,7267.25,2909.74,256.48,10433.47,0,775.81,11209.28,6461.84
116191203,Bloomsburg Area SD,Columbia,1775.535,2073.404,6770.29,3348.24,301.97,10420.51,0,1226.7,11647.2,6788.46
116191503,Central Columbia SD,Columbia,2092.629,2411.94,6242.79,3556.25,274.42,10073.47,0,1456.33,11529.8,6718.31
116195004,Millville Area SD,Columbia,771.65,896.851,8183.42,4362.52,559.2,13105.14,0,11419.11,24524.25,8417.53
116197503,Southern Columbia Area SD,Columbia,1508.108,1769.783,7106.22,3399.54,282.51,10788.26,0,1160.59,11948.85,6799.96
105201033,Conneaut SD,Crawford,2530.498,2982.311,7295.18,4573.99,309.3,12178.48,0.35,1667.63,13846.47,6978.57
105201352,Crawford Central SD,Crawford,4041.955,4702.44,7665.82,3835.85,314.36,11816.03,0,1396.73,13212.77,7477.3
105204703,Penncrest SD,Crawford,3551.421,4208.46,8624.73,3973.62,399.24,12997.59,249.63,737.08,13984.3,7224.5
115210503,Big Spring SD,Cumberland,2889.529,3412.585,7822.99,4040.59,276.08,12139.66,0,1892.56,14032.22,7752.92
115211003,Camp Hill SD,Cumberland,1224.313,1398.598,7269.92,3826.24,503.24,11599.39,0,1379.13,12978.52,8649.1
115211103,Carlisle Area SD,Cumberland,4905.07,5691.594,7126.85,4046.83,219.74,11393.42,1.14,2472.88,13867.44,7647.59
115211603,Cumberland Valley SD,Cumberland,7872.509,9002.218,6672.63,3887.18,228.36,10788.16,26.66,1818.98,12633.8,7223.17
115212503,East Pennsboro Area SD,Cumberland,2840.54,3308.405,7317.05,3216.95,243.87,10777.87,90.09,1485.11,12353.07,7170.05
115216503,Mechanicsburg Area SD,Cumberland,3777.986,4430.762,7655.19,3537.09,405.68,11597.97,3.25,1371.77,12972.98,7833.43
115218003,Shippensburg Area SD,Cumberland,3553.094,4173.238,7100.45,2953.16,203.61,10257.22,0,905.43,11162.65,6629.29
115218303,South Middleton SD,Cumberland,2238.199,2631.201,7217.73,4229.88,326.89,11774.5,0,8233.07,20007.56,8176.49
115221402,Central Dauphin SD,Dauphin,11543.6,13160.029,7984.17,3839.87,219.54,12043.58,0,1600.39,13643.97,8029.79
115221753,Derry Township SD,Dauphin,3704.055,4247.631,6698.46,4483.89,313.96,11496.31,0,2294.02,13790.33,8095.84
115222504,Halifax Area SD,Dauphin,1203.733,1415.445,8366.18,5086.85,341.66,13794.69,0,881.31,14676,8707.49
115222752,Harrisburg City SD,Dauphin,7613.689,8825.634,10054.06,4547.76,104.46,14706.28,0,2003.04,16709.32,8832.37
115224003,Lower Dauphin SD,Dauphin,3959.64,4539.75,8117.03,3976.21,230.22,12323.46,0,1453.77,13777.23,8219.28
115226003,Middletown Area SD,Dauphin,2451.947,2888.699,8384.66,4487.56,320.19,13192.41,46.74,2202.78,15441.92,8893.18
115226103,Millersburg Area SD,Dauphin,862.436,982.892,8672.51,4018.9,298.17,12989.59,0,1579.31,14568.89,8835.41
115228003,Steelton-Highspire SD,Dauphin,1345.939,1520.101,9959.91,3718.19,292.19,13970.29,0,1995.7,15966,8854.21
115228303,Susquehanna Township SD,Dauphin,3117.735,3627.398,7812.28,3650.61,262.45,11725.34,0,930.62,12655.96,7770.71
115229003,Upper Dauphin Area SD,Dauphin,1293.047,1474.07,7644.46,3770.61,287.91,11702.97,0,8757.74,20460.72,7567.57
125231232,Chester-Upland SD,Delaware,7138.794,8047.844,11926.47,4378.83,82.48,16390.07,0,9256.23,25644.02,11401.08
125231303,Chichester SD,Delaware,3499.269,4106.756,9844.55,4655.71,398.31,14898.57,0,2599.16,17497.73,9929.62
125234103,Garnet Valley SD,Delaware,4861.13,5541.332,9655.12,4187.17,551.15,14393.43,0,2253.46,16646.9,10512.45
125234502,Haverford Township SD,Delaware,5749.574,6507.782,8537.82,4372.31,241.63,13151.76,0,1684.41,14836.17,9410.07
125235103,Interboro SD,Delaware,3619.92,4280.338,9658.42,4522.38,237.53,14418.33,245.09,749.61,15413.03,9927.68
125235502,Marple Newtown SD,Delaware,3555.907,4125.964,9737.06,5865.81,283.16,15886.03,0,2717.66,18603.69,10662.1
125236903,Penn-Delco SD,Delaware,3453.952,3958.781,7337.17,4176.88,285.67,11799.72,0,5658.57,17458.29,7937.16
125237603,Radnor Township SD,Delaware,3620.628,4160.751,11321.2,6140.17,274.31,17735.67,0,3285.79,21021.46,12210.66
125237702,Ridley SD,Delaware,5936.237,6908.106,9321.68,3625.92,195.71,13143.3,0,1901.98,15045.29,9039.52
125237903,Rose Tree Media SD,Delaware,3848.529,4465.912,11223.06,6084.62,344.95,17652.64,0,2802.33,20454.97,11987.64
125238402,Southeast Delco SD,Delaware,4272.658,4973.723,9463.76,3703.24,154.35,13321.34,0,915.39,14236.74,8284.6
125238502,Springfield SD,Delaware,3746.557,4254.614,8245.04,4503.84,368.33,13117.21,0,1814.65,14931.87,9639.68
125239452,Upper Darby SD,Delaware,12421.959,14111.737,8208.93,3536.27,382.02,12127.22,0,604.12,12731.34,7847.27
