AUN,district,county,adm,wadm,instruction,support,other,current,facilities,financing,total,"AIE per WADM"
103026343,Moon Area SD,Allegheny,3843.413,4398.176,6864.31,3343.73,520.4,10728.44,0,1056.58,11785.03,7556.37
103026402,Mt Lebanon SD,Allegheny,5446.904,6293.119,6731.55,3794.98,384.24,10910.77,0,1189.15,12099.92,8175.16
103026852,North Allegheny SD,Allegheny,8092.986,9296.771,7374.77,3710.96,272.24,11357.98,1.45,1528.69,12888.12,8258.82
103026902,North Hills SD,Allegheny,4801.406,5638.028,7152.99,3600.63,302.04,11055.65,0,1317.69,12373.34,7738.96
103026873,Northgate SD,Allegheny,1467.93,1760.389,6828.17,3281.81,272,10381.97,137.95,871.3,11391.22,7046.47
103027352,Penn Hills SD,Allegheny,5719.004,6691.816,7154.32,4005.74,204.77,11364.84,0,415.19,11780.02,7213.09
103021003,Pine-Richland SD,Allegheny,4235.574,4810.976,6106.19,2963.4,308,9377.59,65.58,1692.91,11136.08,6694.34
102027451,Pittsburgh SD,Allegheny,32555.864,38280.44,9770.08,5956.55,233.61,15960.25,52.04,1962.79,17975.08,9710.5
103027503,Plum Borough SD,Allegheny,4442.639,5246.857,6117.09,2939.67,135.12,9191.88,30.01,1247.06,10468.95,6318.42
103027753,Quaker Valley SD,Allegheny,1910.133,2198.509,7715.15,5280.5,557.84,13553.49,0,2657.52,16211,9750.97
103028203,Riverview SD,Allegheny,1224.387,1443.483,6926.67,3812.61,442.94,11182.22,161.14,790.03,12133.39,7793.51
103028302,Shaler Area SD,Allegheny,5524.968,6422.718,6583.47,3336.34,261.48,10181.3,56.66,1043.61,11281.56,6879.85
103028653,South Allegheny SD,Allegheny,1776.102,2098.577,5702.61,2827.96,156.75,8687.32,88.13,1141.97,9917.41,5470.95
103028703,South Fayette Township SD,Allegheny,2018.247,2282.695,6042.29,4234.38,390.78,10667.45,0,3097.28,13764.72,7278.25
103028753,South Park SD,Allegheny,2256.708,2579.091,5961.16,3427.08,331.84,9720.07,13.14,1801.37,11534.58,6797.37
103028833,Steel Valley SD,Allegheny,2297.309,2711.27,7246.16,3241.4,251.4,10738.96,15.99,120.17,10875.12,7072.08
103028853,Sto-Rox SD,Allegheny,1550.73,1831.538,7615.82,4430.18,176.43,12222.42,30.64,1080.57,13333.63,6951.68
103029203,Upper Saint Clair SD,Allegheny,4143.401,4765.072,7070.76,3930.03,256.27,11257.06,0,1116.95,12374.01,8026.72
103029403,West Allegheny SD,Allegheny,3307.746,3748.273,6067.89,4093.4,294.71,10456,26.96,2148.7,12631.66,7328.93
103029553,West Jefferson Hills SD,Allegheny,2905.177,3369.704,6593.74,3323.87,281.48,10199.09,0.02,1303.55,11502.66,7056.11
103029603,West Mifflin Area SD,Allegheny,3302.526,3809.692,6400.52,3577.01,362.28,10339.82,0,971.27,11311.09,6939.26
103029803,Wilkinsburg Borough SD,Allegheny,1770.885,2031.798,9390.17,4564.47,367.57,14322.21,0,461.28,14783.49,8928.16
103029902,Woodland Hills SD,Allegheny,5689.591,6735.835,8418.68,3905.77,258.95,12583.39,0,782.01,13365.4,7594.66
128030603,Apollo-Ridge SD,Armstrong,1620.183,1862.393,6808.13,3156.26,53.37,10017.77,0,1007.79,11025.56,6567.94
128030852,Armstrong SD,Armstrong,6509.455,7511.363,7055.61,3893.39,223.81,11172.82,20.71,670.46,11863.99,7001.82
128033053,Freeport Area SD,Armstrong,2043.008,2385.695,5628.27,3147.56,135,8910.83,0,1121.86,10032.69,6175.2
128034503,Leechburg Area SD,Armstrong,897.646,1027.237,7479.8,3527.15,202.7,11209.65,0,1614.84,12824.49,7818.22
127040503,Aliquippa SD,Beaver,1379.953,1612.285,7797.17,5015.54,284.75,13097.46,40.23,576.62,13714.31,7021.38
127040703,Ambridge Area SD,Beaver,3069.914,3518.668,6289.03,3054.42,209.68,9553.13,0,1694.74,11247.86,6163.58
127041203,Beaver Area SD,Beaver,2128.389,2441.243,5095.47,3395.68,273.75,8764.9,0.36,1157.33,9922.59,5781.89
127041503,Big Beaver Falls Area SD,Beaver,1927.567,2281.266,6316.12,3836.24,339.13,10491.49,129.5,1135.52,11756.52,6344.18
127041603,Blackhawk SD,Beaver,2817.48,3240.033,5853.91,3034.71,219.33,9107.95,0,373.46,9481.41,6220.74
127041903,Center Area SD,Beaver,1959.28,2259.106,5630.82,2846.28,300.42,8777.52,0,821.48,9599,6035.14
127042853,Freedom Area SD,Beaver,1728.776,1984.671,5554.95,2924.88,242.92,8722.74,79.42,481.08,9283.24,5766.71
127044103,Hopewell Area SD,Beaver,2794.767,3256.123,5772.23,2972.8,268.68,9013.72,0,1488.7,10502.42,6022.09
127045303,Midland Borough SD,Beaver,433.401,496.197,6212.2,3422.27,213.43,9847.9,68.74,400.89,10317.53,6470.62
127045453,Monaca SD,Beaver,794.009,927.166,6650.37,2585.17,225.68,9461.22,36.72,673.76,10171.7,6410.33
127045653,New Brighton Area SD,Beaver,1905.938,2182.75,5376.09,3062.83,186.51,8625.43,4.03,1176.21,9805.67,5635.94
127045853,Riverside Beaver County SD,Beaver,1831.229,2176.968,5679.74,3436.19,210.12,9326.05,0,1063.57,10389.62,5736.67
127046903,Rochester Area SD,Beaver,1094.835,1298.242,7186.98,3027.15,230.77,10444.9,0,2626.81,13071.71,6561.91
127047404,South Side Area SD,Beaver,1342.244,1538.538,7612.19,3956.15,330.75,11899.08,0,2097.99,13997.08,6933.87
127049303,Western Beaver County SD,Beaver,912.847,1074.832,6811.54,3654.51,142.73,10608.78,0,406.8,11015.58,6409.48
108051003,Bedford Area SD,Bedford,2378.17,2798.125,5195.28,3103.9,177.75,8476.94,0,1226.87,9703.81,5050.12
108051503,Chestnut Ridge SD,Bedford,1787.077,2105.857,5077.29,2977.15,193.27,8247.72,0,809.41,9057.12,4932.23
108053003,Everett Area SD,Bedford,1557.499,1826.187,5865.28,2990.57,186.99,9042.84,4.13,634.07,9681.05,5519.2
108056004,Northern Bedford County SD,Bedford,1148.743,1338.528,5505.26,2941.88,157.07,8604.22,66.26,274.41,8944.89,5365.95
108058003,Tussey Mountain SD,Bedford,1227.537,1445.349,6285.03,3530.58,167.94,9983.55,147.94,465.28,10596.78,5741.51
114060503,Antietam SD,Berks,1111.673,1303.139,5965.39,2848.89,243.77,9058.05,0,1911.15,10969.21,6339.51
114060753,Boyertown Area SD,Berks,7082.086,8069.716,5643.57,3473.37,137.3,9254.24,144.85,2407.72,11806.81,6155.29
114060853,Brandywine Heights Area SD,Berks,1985.793,2302.508,6159.31,3727.99,272.46,10159.75,0,1718.39,11878.14,6890.44
114061103,Conrad Weiser Area SD,Berks,2975.57,3433.598,6230.37,2972.93,103.78,9307.09,0,1753.69,11060.78,6099.48
114061503,Daniel Boone Area SD,Berks,3810.031,4455.023,5476.45,3149.49,210.58,8836.52,0,1537.31,10373.82,6057.79
114062003,Exeter Township SD,Berks,4332.007,4935.298,6220.56,2718.5,214.43,9153.5,9.27,1537.26,10700.04,6453.93
114062503,Fleetwood Area SD,Berks,2709.652,3158.901,5538.04,3230.98,41.07,8810.09,0,1900.56,10710.65,6058.83
114063003,Governor Mifflin SD,Berks,4297.165,4954.738,5692.15,3078.34,169.15,8939.64,319.16,648.2,9907.01,6316.57
114063503,Hamburg Area SD,Berks,2715.36,3187.528,5915.11,2894.48,40.95,8850.54,12.89,1428.64,10292.08,5785.75
114064003,Kutztown Area SD,Berks,1759.626,2048.842,7240.59,3887.9,272.74,11401.24,0,1501.15,12902.39,7868.57
114065503,Muhlenberg SD,Berks,3309.031,3822.588,5964.94,3165.9,323.58,9454.41,0,1869.46,11323.87,6783.13
114066503,Oley Valley SD,Berks,2097.833,2435.665,6033.24,3409.83,212.02,9655.09,0,1533.28,11188.38,6545.12
114067002,Reading SD,Berks,17841.056,19683.864,5263.71,2429.41,85.38,7778.5,0.05,669.66,8448.2,4512.53
114067503,Schuylkill Valley SD,Berks,2033.085,2406.79,7553.33,2888.45,372.98,10814.76,0,1305.65,12120.41,7253.8
114068003,Tulpehocken Area SD,Berks,1737.648,2006.561,7078.54,3573.44,212.85,10864.83,0,1030.13,11894.96,7417.07
114068103,Twin Valley SD,Berks,3383.874,3952.627,6467.39,3330.46,250.54,10048.4,56.09,1299.5,11403.99,6743.63
114069103,Wilson SD,Berks,5610.371,6397.643,5556.22,3005.38,230.44,8792.04,0,2186.85,10978.89,6310.55
114069353,Wyomissing Area SD,Berks,1918.953,2255.963,6468.81,3760.25,120.05,10349.11,0,2027.59,12376.7,7753.08
108070502,Altoona Area SD,Blair,8358.748,9763.876,5617.72,2837.79,195.86,8651.37,0,578.76,9230.12,5149.89
108071003,Bellwood-Antis SD,Blair,1358.431,1548.601,5552.99,3206.37,217.31,8976.67,0,962.1,9938.78,6025.28
108071504,Claysburg-Kimmel SD,Blair,930.122,1087.446,5629.1,3105.32,87.76,8822.18,0,1051.47,9873.65,5570.29
108073503,Hollidaysburg Area SD,Blair,3713.45,4420.375,6132.02,3029.47,33.4,9194.89,0,1069.06,10263.95,6036.18
108077503,Spring Cove SD,Blair,1991.76,2358.32,5512.88,2987.74,192.97,8693.59,0.67,834.97,9529.23,5558.53
108078003,Tyrone Area SD,Blair,1925.463,2275.665,5142.45,3268.62,62.08,8473.15,56.15,1128.58,9657.88,4884.75
108079004,Williamsburg Community SD,Blair,572.545,675.614,6116.48,3708.58,319.79,10144.85,0,1265.81,11410.66,6257.96
117080503,Athens Area SD,Bradford,2455.69,2897.45,6217.37,3213.72,152.35,9583.45,0,1027.56,10611,5857.68
117081003,Canton Area SD,Bradford,1138.907,1342.28,6576.16,3352.96,283.03,10212.15,21.33,809.32,11042.8,6177.13
117083004,Northeast Bradford SD,Bradford,924.472,1079.173,6915.42,3514.54,192.07,10622.03,22.03,912.94,11556.99,6730.62
117086003,Sayre Area SD,Bradford,1212.294,1401.18,6162.19,3596.67,398.47,10157.33,43,566.92,10767.25,6824.15
117086503,Towanda Area SD,Bradford,1765.455,2060.937,5955.44,3368.23,289.56,9613.24,180.07,1134.47,10927.79,5740.91
117086653,Troy Area SD,Bradford,1746.454,2068.667,5917.65,3037.71,202.01,9157.37,15.88,778.2,9951.45,5376.87
117089003,Wyalusing Area SD,Bradford,1474.331,1737.202,6145.33,3409.59,209.09,9764.02,3.05,436.62,10203.69,6341.43
122091002,Bensalem Township SD,Bucks,6802.713,7866.945,8482.68,4549.34,170.77,13202.78,0,942.37,14145.15,11132.2
122091303,Bristol Borough SD,Bucks,1302.697,1544.161,8336.73,3101.31,358.06,11796.1,709.93,62.65,12568.67,8130.79
122091352,Bristol Township SD,Bucks,7351.324,8707.319,8794.19,4047.65,149.89,12991.72,0,899.21,13890.94,8480.46
122092002,Centennial SD,Bucks,6305.032,7245.062,6993.74,3766.66,162.09,10922.49,0,308.97,11231.46,7502.78
122092102,Central Bucks SD,Bucks,20163.811,22918.241,6136.66,3382.7,231.48,9750.84,0,1745.21,11496.05,6837.09
122092353,Council Rock SD,Bucks,12771.457,14799.513,8389.86,3587.84,69.38,12047.08,0,1162.31,13209.39,8711.67
122097203,Morrisville Borough SD,Bucks,967.725,1122.505,10657.82,4498.09,395.57,15551.48,0,424.97,15976.46,10723.66
122097502,Neshaminy SD,Bucks,9773.446,11402.657,9643.9,4293.04,189.4,14126.34,55.91,797.32,14979.56,10133.47
122097604,New Hope-Solebury SD,Bucks,1493.644,1693.057,8751.54,5971.27,283.24,15006.06,731.12,3492.04,19229.22,11077.81
122098003,Palisades SD,Bucks,2157.199,2516.564,7822.17,4664.27,129.15,12615.59,0,1301.54,13917.12,8686.02
122098103,Pennridge SD,Bucks,7338.473,8448.977,6959.01,3348.94,26.21,10334.16,0,1875.53,12209.68,7464.51
122098202,Pennsbury SD,Bucks,11937.86,13675.836,7777.68,3597.29,115.31,11490.28,0,1061.89,12552.17,9491.07
122098403,Quakertown Community SD,Bucks,5557.69,6313.141,7686.7,4040.28,176.16,11903.14,0,1098.43,13001.56,8584.99
104101252,Butler Area SD,Butler,8437.762,9645.222,5535.27,2637.29,126.69,8299.25,0,870.34,9169.59,5341.63
104103603,Karns City Area SD,Butler,1857.749,2176.253,6099.8,3090.84,208.31,9398.95,64.96,729.45,10193.36,5880.26
104105003,Mars Area SD,Butler,2985.615,3385.046,5033.15,2853.47,245.5,8132.12,0,1220.68,9352.8,5765.85
104105353,Moniteau SD,Butler,1859.271,2152.944,4780.82,2756.89,332.01,7869.73,0,803.54,8673.27,4655.28
104107903,Seneca Valley SD,Butler,7761.187,8780.803,6021.26,2560.15,159.77,8741.17,0,1159.64,9900.81,6126.48
104107503,Slippery Rock Area SD,Butler,2502.584,2874.548,5290.84,2766.84,144.08,8201.76,0,1066.55,9268.31,5402.72
104107803,South Butler County SD,Butler,2907.942,3359.137,4880.71,3159.44,40.28,8080.43,0,1354.47,9434.9,5367.59
108110603,Blacklick Valley SD,Cambria,700.9,827.225,6668.68,3576.57,384.08,10629.34,0,57.41,10686.74,6682.34
108111203,Cambria Heights SD,Cambria,1516.136,1789.319,6822.55,3176.7,230.52,10229.77,61.8,778.66,11070.24,6265.9
108111303,Central Cambria SD,Cambria,1893.87,2233.3,5851.46,2862.46,190,8903.93,0,1030.62,9934.55,5457
108111403,Conemaugh Valley SD,Cambria,955.069,1117.678,5994.82,3210.47,227.26,9432.55,0,468.82,9901.37,5974.75
108112003,Ferndale Area SD,Cambria,839.575,948.42,5784.95,3505.67,216.34,9506.96,62.52,970.89,10540.36,6343.89
108112203,Forest Hills SD,Cambria,2289.877,2719.608,5537.66,2883.42,238.52,8659.6,0,1364.58,10024.18,5453.82
108112502,Greater Johnstown SD,Cambria,3267.57,3818.054,6646.12,2916.5,222.53,9785.14,0,3225.75,13010.9,5285.57
108114503,Northern Cambria SD,Cambria,1267.047,1488.878,6884.64,3583.13,350.88,10818.66,0,728.46,11547.12,6655.5
108116003,Penn Cambria SD,Cambria,1798.549,2137.66,6188.83,3256.3,128.7,9573.83,0,1065.03,10638.86,5768.45
108116303,Portage Area SD,Cambria,1014.442,1151.441,6395.12,3083.57,44.66,9523.35,120.61,895.14,10539.11,6670.01
108116503,Richland SD,Cambria,1621.035,1866.873,4907.23,4064.76,456.62,9428.61,0,17677.75,27106.36,6296.2
108118503,Westmont Hilltop SD,Cambria,1776.88,2067.168,5279.48,2963.16,333.76,8576.4,7.4,552.14,9135.94,6078.13
109122703,Cameron County SD,Cameron,905.277,1074.948,6120.71,3281.74,326.27,9728.72,74.72,1071.98,10875.42,6663.38
121135003,Jim Thorpe Area SD,Carbon,2118.849,2506.569,6225.15,3852,225.49,10302.64,169.2,1503.31,11975.14,6416.81
121135503,Lehighton Area SD,Carbon,2589.664,3054.487,6900.26,2942.35,186.06,10028.67,160.6,1227.53,11416.8,6688.88
121136503,Palmerton Area SD,Carbon,2072.439,2352.768,6616.44,2612.26,177.84,9406.54,0,507.48,9914.02,7890.41
121136603,Panther Valley SD,Carbon,1735.244,1955.658,6527.97,2990.72,212.1,9730.79,11.82,1152.26,10894.87,6231.9
121139004,Weatherly Area SD,Carbon,793.867,941.648,6616.01,4111.09,3.24,10730.34,27.58,1137.84,11895.76,7239.15
110141003,Bald Eagle Area SD,Centre,2054.78,2431.293,6236.34,3426.14,142.18,9804.67,10.41,1086.79,10901.87,6095.91
110141103,Bellefonte Area SD,Centre,3030.447,3590.401,6225.7,3347.4,53.25,9626.35,0,759.79,10386.15,6249.29
110147003,Penns Valley Area SD,Centre,1669.77,1971.561,6245.13,3931.01,84.85,10260.99,0,1550.06,11811.05,6915.8
110148002,State College Area SD,Centre,7525.095,8926.015,7152.68,3854.03,228.48,11235.19,79.81,1108.33,12423.32,7768.46
124150503,Avon Grove SD,Chester,5824.175,6664.54,5380.8,2944.97,210.62,8536.39,0,1629.71,10166.1,5868.16
124151902,Coatesville Area SD,Chester,8475.383,9899.546,8030.31,4075.17,3.69,12109.17,0,1489.78,13598.96,8072.53
124152003,Downingtown Area SD,Chester,11778.22,13438.611,6691.03,3202.78,57.31,9951.12,0,2802.78,12753.9,7210
124153503,Great Valley SD,Chester,4033.44,4573.818,7628.38,4670.95,325.13,12624.45,0,3299.23,15923.68,9168.31
124154003,Kennett Consolidated SD,Chester,4300.881,4767.398,6731.45,4130.34,180.6,11042.39,198.86,2121.3,13362.56,7763.22
124156503,Octorara Area SD,Chester,2779.25,3192.584,7558.27,3581.99,193.19,11333.45,0,1072.6,12406.05,7527.95
124156603,Owen J Roberts SD,Chester,4715.611,5323.497,6505.08,4356.28,185.06,11046.42,0,3457.66,14504.08,7893.11
124156703,Oxford Area SD,Chester,3901.973,4464.632,6155.03,2940.5,183.48,9279.02,0,1619.48,10898.5,6323.33
124157203,Phoenixville Area SD,Chester,3818.83,4373.995,9294.79,4261.39,238.14,13794.32,0,1156.94,14951.26,10019.02
124157802,Tredyffrin-Easttown SD,Chester,5968.85,6812.955,8151.46,4981.83,264.55,13397.84,0,1014.92,14412.76,9910.06
124158503,Unionville-Chadds Ford SD,Chester,4058.947,4667.371,7096.53,4745.95,189.81,12032.29,0,1846.49,13878.78,8475.91
124159002,West Chester Area SD,Chester,12243.777,14034.755,7419.82,4069.97,205.98,11695.78,22.08,1704.18,13422.03,8219.42
106160303,Allegheny-Clarion Valley SD,Clarion,972.66,1126.48,6577.41,3502.54,87.85,10167.8,1.75,1174.53,11344.08,5871.6
106161203,Clarion Area SD,Clarion,936.51,1101.987,5996.17,3295.27,358.03,9649.48,16.35,852.08,10517.91,6413.59
106161703,Clarion-Limestone Area SD,Clarion,1099.114,1284.881,5954.05,3267.91,189.94,9411.9,4.23,742.98,10159.12,5962.65
106166503,Keystone SD,Clarion,1205.058,1409.742,6512.67,3113.83,193.47,9819.97,0,725.5,10545.48,6281.5
106167504,North Clarion County SD,Clarion,684.412,796.487,6187.29,3275.66,137.23,9600.18,1.61,860.18,10461.97,5928.25
106168003,Redbank Valley SD,Clarion,1365.664,1612.992,5931.15,3061.73,289.88,9282.77,522.97,292.44,10098.17,6214.45
106169003,Union SD,Clarion,779.473,913.561,6485.83,3349.88,307.32,10143.03,922.06,830.53,11895.62,7198.45
110171003,Clearfield Area SD,Clearfield,2867.966,3395.069,6122.76,2983.31,161.04,9267.11,0,866.09,10133.2,5473
110171803,Curwensville Area SD,Clearfield,1238.233,1458.169,6005.39,2986.48,245.82,9237.69,168.97,873.86,10280.52,5763.45
106172003,Dubois Area SD,Clearfield,4522.807,5331.087,5401.89,2903.36,135.76,8441.01,0,773.98,9214.99,5073.15
110173003,Glendale SD,Clearfield,888.447,1049.5,7107.48,3832.17,216.95,11156.6,0,855.97,12012.57,6745.08
110173504,Harmony Area SD,Clearfield,364.677,425.634,8499.16,4522.23,192.42,13213.8,0,761.85,13975.65,7658.77
110175003,Moshannon Valley SD,Clearfield,1106.16,1319.417,6100.62,3074.05,183.23,9357.9,2.46,1337.96,10698.32,5619.48
110177003,Philipsburg-Osceola Area SD,Clearfield,2117.735,2486.713,7285.16,3708.76,52.02,11045.95,0,1440.41,12486.36,7297.32
110179003,West Branch Area SD,Clearfield,1322.076,1507.271,6145.71,2758.91,224.51,9129.13,0,734.65,9863.78,6032.79
110183602,Keystone Central SD,Clinton,4713.642,5550.12,7495.61,3255.78,183.55,10934.94,0,1038.87,11973.81,6634.49
116191004,Benton Area SD,Columbia,821.826,976.37,5995.45,3295.21,182.93,9473.59,0,1205.9,10679.49,5860.11
116191103,Berwick Area SD,Columbia,3506.561,4145.357,6476.37,2549.47,81.9,9107.74,0,1014.81,10122.56,5751.85
116191203,Bloomsburg Area SD,Columbia,1887.941,2214.456,5754.43,2788.2,253.25,8795.88,0,1062.26,9858.14,5858.24
116191503,Central Columbia SD,Columbia,2249.915,2609.514,5231.71,2804.91,187.55,8224.18,0,1324.39,9548.57,5422.97
116195004,Millville Area SD,Columbia,805.635,946.226,6779.86,3934.53,235.68,10950.07,0,4266.64,15216.72,6958.97
116197503,Southern Columbia Area SD,Columbia,1516.611,1788.08,5748.57,2715.42,54.26,8518.25,0,966.18,9484.43,5342.74
105201033,Conneaut SD,Crawford,2778.678,3305.36,5763.53,3551.91,216.95,9532.39,3.81,1391.62,10927.81,5705.09
105201352,Crawford Central SD,Crawford,4153.336,4875.556,6418.29,3896.14,267.1,10581.54,11.57,1119.56,11712.67,5947.16
105204703,Penncrest SD,Crawford,3991.343,4668.729,6032.73,3450.39,320.22,9803.34,0,804.21,10607.55,5825.95
115210503,Big Spring SD,Cumberland,3125.133,3565.542,5821.31,3267.66,145.38,9234.35,0,1067.11,10301.46,6163.33
115211003,Camp Hill SD,Cumberland,1158.644,1321.941,6074.01,3464.17,285.44,9823.63,0,935.4,10759.03,7200.1
115211103,Carlisle Area SD,Cumberland,4845.863,5645.95,5801.44,3460.13,184.13,9445.7,0,1356.7,10802.4,6320.08
115211603,Cumberland Valley SD,Cumberland,7781.087,8924.019,5361.52,3004.61,58.28,8424.41,24.32,1461.7,9910.43,5758.95
115212503,East Pennsboro Area SD,Cumberland,2882.391,3385.323,5764.43,2758.06,174.27,8696.76,73.56,1467.45,10237.77,6013.75
115216503,Mechanicsburg Area SD,Cumberland,3634.119,4165.32,6187.99,3133.01,331.58,9652.58,9.32,1906.54,11568.44,6739
115218003,Shippensburg Area SD,Cumberland,3424.556,3879.401,5521.96,2408.48,123.42,8053.86,0,947.24,9001.1,5410.72
115218303,South Middleton SD,Cumberland,2267.226,2674.646,5575.18,3078.5,130.38,8784.06,0,1163.75,9947.81,5939.94
115221402,Central Dauphin SD,Dauphin,11746.165,13579.005,6274.28,2899.35,58.22,9231.85,0,1464.89,10696.75,6192.15
115221753,Derry Township SD,Dauphin,3555.869,4102.642,6073.18,3883.15,94.81,10051.14,0,1934.15,11985.29,7176.31
115222504,Halifax Area SD,Dauphin,1258.751,1474.898,6708.36,4285.18,78.89,11072.43,0,843.07,11915.5,7022.15
115222752,Harrisburg City SD,Dauphin,8298.343,9650.103,8929.09,4627.68,52.38,13609.15,26.9,1606.86,15242.92,7153.7
115224003,Lower Dauphin SD,Dauphin,4104.004,4718.868,6212.08,2958.83,155.22,9326.13,0,1313.38,10639.51,6250.79
115226003,Middletown Area SD,Dauphin,2588.146,2988.467,6921.91,3581.57,63.85,10567.33,0,1772.21,12339.54,7405.51
115226103,Millersburg Area SD,Dauphin,957.22,1094.663,6875.8,3041.33,124,10041.13,4.52,1128.4,11174.05,6901.88
115228003,Steelton-Highspire SD,Dauphin,1401.036,1599.652,7261.61,3376.65,222.03,10860.28,0,804.57,11664.86,7114.8
115228303,Susquehanna Township SD,Dauphin,3243.202,3736.727,6449.7,2766.05,199.72,9415.48,0,606.11,10021.59,6408.06
115229003,Upper Dauphin Area SD,Dauphin,1326.544,1515.098,6826.34,3452.24,155.31,10433.89,92.8,10907.96,21434.65,6842.78
125231232,Chester-Upland SD,Delaware,7280.648,8377.331,8212.39,2798.21,44.6,11055.2,0,1750.59,12805.78,6384.68
125231303,Chichester SD,Delaware,3650.096,4331.166,7494.34,3835.91,281.81,11612.06,0,2364.43,13976.49,7867.4
125234103,Garnet Valley SD,Delaware,4431.155,4997.222,7260,3534.9,520.19,11315.09,0,2069.29,13384.39,8446.29
125234502,Haverford Township SD,Delaware,5661.345,6503.645,7069.11,3718.48,224.55,11012.15,0,893.26,11905.41,7776.02
125235103,Interboro SD,Delaware,3959.294,4688.42,6882.23,3550.22,173.39,10605.84,0,906.19,11512.03,7303.26
125235502,Marple Newtown SD,Delaware,3561.988,4137.402,8305.69,5009.05,263.69,13578.43,7.19,2146.74,15732.35,9288.49
125236903,Penn-Delco SD,Delaware,3379.935,3921.002,6480.33,4024.24,253.35,10757.93,0,1263.53,12021.46,7285.13
125237603,Radnor Township SD,Delaware,3579.337,4101.18,9603.47,5644.29,278.61,15526.36,0,1624.37,17150.73,11291.08
125237702,Ridley SD,Delaware,5918.935,6907.458,7348.91,2988.49,186.79,10524.19,0,1033.69,11557.88,7246.54
125237903,Rose Tree Media SD,Delaware,3999.79,4615.244,8777.11,4971.17,274.21,14022.49,1.03,2072.12,16095.64,9902.69
125238402,Southeast Delco SD,Delaware,4153.478,4747.608,7260.69,2838.93,124.35,10223.97,0,719.17,10943.15,6568.07
125238502,Springfield SD,Delaware,3443.66,3969.545,7310.45,4317.38,308.65,11936.48,0,1193.94,13130.42,8682.4
